LATENCY_ARB_MOMENTUM_THRESHOLD,LATENCY_ARB_MAX_ASK,MAX_POSITION_FRACTION,pnl,win_rate,trades,wins,losses,max_dd,hwm,final_balance,signals,elapsed_s
0.001,0.45,0.05,32.59999999999988,0.3888888888888889,162,63,99,0.3129352336279996,277.15,232.59999999999988,182,8.012
0.001,0.45,0.075,34.819999999999794,0.3888888888888889,162,63,99,0.31236147851576507,279.7399999999999,234.8199999999998,182,8.022
0.001,0.45,0.1,42.109999999999815,0.3888888888888889,162,63,99,0.3182633151696257,286.8199999999999,242.10999999999981,182,8.012
0.001,0.45,0.125,44.36999999999986,0.3888888888888889,162,63,99,0.3829208326503852,305.05,244.36999999999986,182,8.045
0.001,0.45,0.15,45.5799999999999,0.3888888888888889,162,63,99,0.4431377303588748,329.92,245.5799999999999,182,8.091
0.001,0.5,0.05,111.16999999999996,0.441747572815534,206,91,115,0.3546434068753207,405.24999999999994,311.16999999999996,248,8.183
0.001,0.5,0.075,152.40000000000015,0.441747572815534,206,91,115,0.36630072534797087,518.3100000000002,352.40000000000015,248,8.106
0.001,0.5,0.1,165.87999999999994,0.441747572815534,206,91,115,0.4446487505893447,557.3900000000001,365.87999999999994,248,8.123
0.001,0.5,0.125,-98.59,0.2631578947368421,19,5,14,0.5292014856081708,215.4,101.41,265,8.288
0.001,0.5,0.15,-106.82000000000001,0.25,16,4,12,0.5728627091450837,218.15,93.17999999999999,265,8.278
0.001,0.55,0.05,-71.32308457711451,0.4094488188976378,127,52,75,0.5011302852407896,257.93691542288553,128.6769154228855,350,8.063
0.001,0.55,0.075,-81.28407960199016,0.4146341463414634,123,51,72,0.5037290151905899,239.2159203980099,118.71592039800984,351,8.153
0.001,0.55,0.1,-102.33000000000003,0.25,20,5,15,0.5116500000000002,200,97.66999999999997,369,8.241
0.001,0.55,0.125,-104.76,0.25,16,4,12,0.5238,200,95.24,369,8.274
0.001,0.55,0.15,-104.47,0.25,12,3,9,0.52235,200,95.53,370,8.274
0.001,0.6,0.05,440.7218407960203,0.52,350,182,168,0.3636800785683283,839.4918407960204,640.7218407960203,449,7.924
0.001,0.6,0.075,541.5428358208956,0.52,350,182,168,0.3728035143769966,1095.3628358208955,741.5428358208956,449,7.965
0.001,0.6,0.1,479.2498507462692,0.52,350,182,168,0.4721632713494958,1100.3098507462691,679.2498507462692,449,8.008
0.001,0.6,0.125,-44.43114427860695,0.4722222222222222,180,85,95,0.5156317019313953,321.17885572139295,155.56885572139305,459,8.124
0.001,0.6,0.15,-39.452139303482596,0.4853801169590643,171,83,88,0.5001278719885991,321.17786069651737,160.5478606965174,459,8.147
0.001,0.65,0.05,808.5208955223878,0.5785714285714286,420,243,177,0.4347660260345509,1420.4008955223876,1008.5208955223878,552,8.007
0.001,0.65,0.075,1184.958855721393,0.5785714285714286,420,243,177,0.46523078051237055,2355.2888557213932,1384.958855721393,552,7.966
0.001,0.65,0.1,1723.4739303482584,0.5815602836879432,423,246,177,0.4904669632590524,3774.9739303482584,1923.4739303482584,556,7.958
0.001,0.65,0.125,-97.69706467661683,0.574468085106383,94,54,40,0.5039857681290514,206.25000000000003,102.30293532338317,567,8.131
0.001,0.65,0.15,-97.24000000000001,0.5405405405405406,37,20,17,0.502541511352084,206.56999999999996,102.75999999999999,567,8.186
0.0012,0.45,0.05,33.029999999999944,0.3963963963963964,111,44,67,0.3204052612868825,281.3,233.02999999999994,115,8.407
0.0012,0.45,0.075,44.40999999999974,0.3963963963963964,111,44,67,0.38956606533398375,328.15999999999997,244.40999999999974,115,8.455
0.0012,0.45,0.1,63.350000000000136,0.3963963963963964,111,44,67,0.41787745639809093,370.97,263.35000000000014,115,8.422
0.0012,0.45,0.125,76.78000000000031,0.3963963963963964,111,44,67,0.44391413955992814,408.56999999999994,276.7800000000003,115,8.44
0.0012,0.45,0.15,97.49000000000007,0.3963963963963964,111,44,67,0.44752078217576435,443.89,297.49000000000007,115,8.482
0.0012,0.5,0.05,201.48999999999995,0.4859154929577465,142,69,73,0.3217241955106032,431.19000000000005,401.48999999999995,168,8.428
0.0012,0.5,0.075,320.8599999999998,0.4859154929577465,142,69,73,0.3724974321085544,590.9499999999999,520.8599999999998,168,8.443
0.0012,0.5,0.1,411.4,0.4859154929577465,142,69,73,0.40019784568036937,723.56,611.4,168,8.554
0.0012,0.5,0.125,558.8800000000006,0.4859154929577465,142,69,73,0.41496439219362286,924.4400000000006,758.8800000000006,168,8.632
0.0012,0.5,0.15,731.4000000000002,0.4859154929577465,142,69,73,0.42454348670699893,1167.3700000000003,931.4000000000002,168,8.476
0.0012,0.55,0.05,264.53189054726374,0.5268817204301075,186,98,88,0.24930679342444073,561.8518905472637,464.53189054726374,230,8.408
0.0012,0.55,0.075,299.0718407960201,0.5268817204301075,186,98,88,0.3442785085550391,720.9018407960202,499.0718407960201,230,8.369
0.0012,0.55,0.1,329.6478109452737,0.5268817204301075,186,98,88,0.44177202686685096,859.3978109452739,529.6478109452737,230,8.336
0.0012,0.55,0.125,-102.71999999999998,0.23529411764705882,17,4,13,0.5201736213869981,202.74,97.28000000000002,241,8.461
0.0012,0.55,0.15,-101.23000000000002,0.1111111111111111,9,1,8,0.5134482758620691,203,98.76999999999998,243,8.508
0.0012,0.6,0.05,1086.3688557213934,0.592436974789916,238,141,97,0.2214174054388975,1316.1988557213933,1286.3688557213934,303,8.391
0.0012,0.6,0.075,1998.9587562189054,0.592436974789916,238,141,97,0.3180491869704663,2364.3287562189057,2198.9587562189054,303,8.415
0.0012,0.6,0.1,2893.0587064676624,0.592436974789916,238,141,97,0.38974511310510274,3728.818706467662,3093.0587064676624,303,8.411
