LATENCY_ARB_MOMENTUM_THRESHOLD,LATENCY_ARB_MAX_ASK,MAX_POSITION_FRACTION,SPREAD_CAPTURE_THRESHOLD,pnl,win_rate,trades,wins,losses,max_dd,hwm,final_balance,signals,fill_rate,partial_fill_rate,no_fill_count,spread_legging_count,residual_position_count,avg_fill_latency_ms,avg_slippage,raw_event_batches,legacy_snapshot_batches,total_fees,gross_pnl,pnl_net,elapsed_s
0.0008,0.5,0.03,0.965,711.1972477172799,0.5745454545454546,275,158,117,0.30052016137112947,1302.67835811168,911.1972477172799,2686,0.10504201680672269,0.03272727272727273,2343,0,0,1000.0945454545455,0.012273493739411695,0,3002577,62.735352282720015,773.9325999999999,711.1972477172799,12.542961792
0.0008,0.5,0.03,0.97,711.1972477172799,0.5745454545454546,275,158,117,0.30052016137112947,1302.67835811168,911.1972477172799,2718,0.10377358490566038,0.03272727272727273,2375,0,0,1000.0945454545455,0.012273493739411695,0,3002577,62.735352282720015,773.9325999999999,711.1972477172799,12.91411725
0.0008,0.5,0.03,0.975,711.1972477172799,0.5745454545454546,275,158,117,0.30052016137112947,1302.67835811168,911.1972477172799,2884,0.09765625,0.03272727272727273,2541,0,0,1000.0945454545455,0.012273493739411695,0,3002577,62.735352282720015,773.9325999999999,711.1972477172799,12.829921375
0.0008,0.5,0.03,0.98,711.1972477172799,0.5745454545454546,275,158,117,0.30052016137112947,1302.67835811168,911.1972477172799,2912,0.09669479606188466,0.03272727272727273,2569,0,0,1000.0945454545455,0.012273493739411695,0,3002577,62.735352282720015,773.9325999999999,711.1972477172799,12.773273708
0.0008,0.5,0.03,0.985,670.2477885412799,0.572992700729927,274,157,117,0.33195498096493853,1302.67835811168,870.2477885412799,3211,0.08720560152768937,0.032846715328467155,2868,1,1,1000.0912408759124,0.012276445134436011,0,3002577,62.334811458720026,732.5826,670.2477885412799,13.093327083
0.0008,0.5,0.05,0.965,2646.8865297974435,0.573134328358209,335,192,143,0.44344649861698704,4350.195287439521,2846.8865297974435,2683,0.12929370899266693,0.15223880597014924,2256,12,12,1000.0686567164179,0.008409389424017557,0,3002577,213.46707020255982,2860.353600000003,2646.8865297974435,13.130051375
0.0008,0.5,0.05,0.97,2646.8865297974435,0.573134328358209,335,192,143,0.44344649861698704,4350.195287439521,2846.8865297974435,2715,0.12771635531833778,0.15223880597014924,2288,12,12,1000.0686567164179,0.008409389424017557,0,3002577,213.46707020255982,2860.353600000003,2646.8865297974435,13.065660459
0.0008,0.5,0.05,0.975,-93.91404810752012,0.40229885057471265,87,35,52,0.5204987107433099,221.24226622400005,106.08595189247988,2896,0.06702619414483821,0.022988505747126436,1211,7,7,1000.1264367816092,0.020895437350466707,0,3002577,8.276448107519993,-85.63760000000012,-93.91404810752012,13.146337209
0.0008,0.5,0.05,0.98,-93.91404810752012,0.40229885057471265,87,35,52,0.5204987107433099,221.24226622400005,106.08595189247988,2924,0.06641221374045801,0.022988505747126436,1223,7,7,1000.1264367816092,0.020895437350466707,0,3002577,8.276448107519993,-85.63760000000012,-93.91404810752012,13.207899792
0.0008,0.5,0.05,0.985,-86.74450414312008,0.45871559633027525,109,50,59,0.5093615364643566,230.83289280000005,113.25549585687992,3228,0.07218543046357616,0.027522935779816515,1401,25,25,1000.1926605504588,0.017624723152129894,0,3002577,10.241404143119992,-76.50310000000009,-86.74450414312008,13.5151625
0.0008,0.5,0.075,0.965,-100.8131652116,0.3333333333333333,54,18,36,0.504065826058,200,99.1868347884,2694,0.08866995073891626,0.037037037037037035,555,12,12,1000,0.019441333404442814,0,3002577,5.877665211599997,-94.93549999999999,-100.8131652116,13.267444875
0.0008,0.5,0.075,0.97,-100.09077840360001,0.3333333333333333,54,18,36,0.5004538920180001,200,99.90922159639999,2726,0.08985024958402663,0.037037037037037035,547,13,13,1000,0.018710217262478956,0,3002577,5.865278403599996,-94.22550000000001,-100.09077840360001,13.330905292
0.0008,0.5,0.075,0.975,-101.6738026356,0.3508771929824561,57,20,37,0.508369013178,200,98.3261973644,2902,0.08636363636363636,0.03508771929824561,603,19,19,1000.0526315789474,0.01710915749843231,0,3002577,6.1583026355999975,-95.5155,-101.6738026356,13.367430875
0.0008,0.5,0.075,0.98,-101.6738026356,0.3508771929824561,57,20,37,0.508369013178,200,98.3261973644,2930,0.08610271903323263,0.03508771929824561,605,19,19,1000.0526315789474,0.01710915749843231,0,3002577,6.1583026355999975,-95.5155,-101.6738026356,13.436828125
0.0008,0.5,0.075,0.985,-100.52377626400003,0.36065573770491804,61,22,39,0.5031491075351971,200.213434744,99.47622373599997,3232,0.16052631578947368,0.03278688524590164,319,29,29,1000.1147540983607,0.013772629173454216,0,3002577,6.745776264,-93.77800000000003,-100.52377626400003,13.492577459
0.0008,0.5,0.1,0.965,-112.14843209135992,0.32653061224489793,49,16,33,0.5607421604567996,200,87.85156790864008,2700,0.1644295302013423,0.08163265306122448,249,16,16,1000.1020408163265,0.017561581019841305,0,3002577,6.216632091359997,-105.93179999999992,-112.14843209135992,13.177776334
