LATENCY_ARB_MOMENTUM_THRESHOLD,LATENCY_ARB_MAX_ASK,LATENCY_ARB_MAX_POSITION_FRACTION,SPREAD_CAPTURE_THRESHOLD,pnl,win_rate,trades,wins,losses,max_dd,hwm,final_balance,signals,fill_rate,partial_fill_rate,no_fill_count,spread_legging_count,residual_position_count,avg_fill_latency_ms,avg_slippage,raw_event_batches,legacy_snapshot_batches,dislocation_regime_count,structural_pair_regime_count,calm_regime_count,dislocation_queued,structural_pair_queued,calm_queued,dislocation_filled,structural_pair_filled,calm_filled,dislocation_missed,structural_pair_missed,calm_missed,latency_arb_candidates,spread_capture_candidates,calm_persistence_candidates,router_blocked_count,capital_blocked_count,latency_spread_overlap_count,latency_calm_overlap_count,spread_calm_overlap_count,total_fees,gross_pnl,pnl_net,elapsed_s
0.001,0.5,0.03,0.98,57.01995000799997,0.5555555555555556,18,10,8,0.08619576893297318,265.862984456,257.01995000799997,19032,0.021897810218978103,0.1111111111111111,804,0,0,280.22222222222223,0.00809439307618069,10141915,0,8213030,17,1866915,9,0,813,7,0,11,2,0,802,13,4,19011,0,0,0,0,0,2.2350499919999995,59.25499999999997,57.01995000799997,96.126140083
0.001,0.5,0.03,0.985,57.01995000799997,0.5555555555555556,18,10,8,0.08619576893297318,265.862984456,257.01995000799997,19032,0.021897810218978103,0.1111111111111111,804,0,0,280.22222222222223,0.00809439307618069,10141915,0,8213030,17,1866915,9,0,813,7,0,11,2,0,802,13,4,19011,0,0,0,0,0,2.2350499919999995,59.25499999999997,57.01995000799997,98.773202625
0.001,0.5,0.05,0.965,58.89939866399999,0.5416666666666666,24,13,11,0.16700447263948073,294.418859752,258.899398664,19126,0.028846153846153848,0.08333333333333333,808,0,0,281.4583333333333,0.011470487765412343,10141915,0,8199224,3,1860223,15,0,817,13,0,11,2,0,806,15,3,19105,0,0,0,0,0,3.8156013359999994,62.71499999999999,58.89939866399999,95.383787166
0.001,0.5,0.05,0.97,58.89939866399999,0.5416666666666666,24,13,11,0.16700447263948073,294.418859752,258.899398664,19126,0.028846153846153848,0.08333333333333333,808,0,0,281.4583333333333,0.011470487765412343,10141915,0,8199223,5,1860222,15,0,817,13,0,11,2,0,806,15,3,19105,0,0,0,0,0,3.8156013359999994,62.71499999999999,58.89939866399999,95.2962005
0.001,0.5,0.05,0.975,58.89939866399999,0.5416666666666666,24,13,11,0.16700447263948073,294.418859752,258.899398664,19128,0.028846153846153848,0.08333333333333333,808,0,0,281.4583333333333,0.011470487765412343,10141915,0,8199223,5,1860222,15,0,817,13,0,11,2,0,806,15,4,19105,0,0,0,0,0,3.8156013359999994,62.71499999999999,58.89939866399999,94.68080275
0.001,0.5,0.05,0.98,58.89939866399999,0.5416666666666666,24,13,11,0.16700447263948073,294.418859752,258.899398664,19128,0.028846153846153848,0.08333333333333333,808,0,0,281.4583333333333,0.011470487765412343,10141915,0,8199214,17,1860219,15,0,817,13,0,11,2,0,806,15,4,19105,0,0,0,0,0,3.8156013359999994,62.71499999999999,58.89939866399999,95.835313625
0.001,0.5,0.05,0.985,58.89939866399999,0.5416666666666666,24,13,11,0.16700447263948073,294.418859752,258.899398664,19128,0.028846153846153848,0.08333333333333333,808,0,0,281.4583333333333,0.011470487765412343,10141915,0,8199214,17,1860219,15,0,817,13,0,11,2,0,806,15,4,19105,0,0,0,0,0,3.8156013359999994,62.71499999999999,58.89939866399999,95.061968292
0.001,0.5,0.075,0.965,51.52991693599998,0.5416666666666666,24,13,11,0.23460826840028456,311.27876476800003,251.52991693599998,19126,0.028846153846153848,0.08333333333333333,808,0,0,280.8333333333333,0.008773003631615454,10141915,0,8199224,3,1860223,15,0,817,13,0,11,2,0,806,15,3,19105,0,0,0,0,0,4.965083064,56.494999999999976,51.52991693599998,94.969997834
0.001,0.5,0.075,0.97,51.52991693599998,0.5416666666666666,24,13,11,0.23460826840028456,311.27876476800003,251.52991693599998,19126,0.028846153846153848,0.08333333333333333,808,0,0,280.8333333333333,0.008773003631615454,10141915,0,8199223,5,1860222,15,0,817,13,0,11,2,0,806,15,3,19105,0,0,0,0,0,4.965083064,56.494999999999976,51.52991693599998,96.45001075
0.001,0.5,0.075,0.975,51.52991693599998,0.5416666666666666,24,13,11,0.23460826840028456,311.27876476800003,251.52991693599998,19128,0.028846153846153848,0.08333333333333333,808,0,0,280.8333333333333,0.008773003631615454,10141915,0,8199223,5,1860222,15,0,817,13,0,11,2,0,806,15,4,19105,0,0,0,0,0,4.965083064,56.494999999999976,51.52991693599998,95.037064
0.001,0.5,0.075,0.98,51.52991693599998,0.5416666666666666,24,13,11,0.23460826840028456,311.27876476800003,251.52991693599998,19128,0.028846153846153848,0.08333333333333333,808,0,0,280.8333333333333,0.008773003631615454,10141915,0,8199214,17,1860219,15,0,817,13,0,11,2,0,806,15,4,19105,0,0,0,0,0,4.965083064,56.494999999999976,51.52991693599998,95.406459584
0.001,0.5,0.075,0.985,51.52991693599998,0.5416666666666666,24,13,11,0.23460826840028456,311.27876476800003,251.52991693599998,19128,0.028846153846153848,0.08333333333333333,808,0,0,280.8333333333333,0.008773003631615454,10141915,0,8199214,17,1860219,15,0,817,13,0,11,2,0,806,15,4,19105,0,0,0,0,0,4.965083064,56.494999999999976,51.52991693599998,97.004630917
0.001,0.5,0.1,0.965,38.035644622399985,0.5416666666666666,24,13,11,0.29906477894899,322.043367688,238.03564462239999,19126,0.028846153846153848,0.125,808,0,0,280.8333333333333,0.009269687783506292,10141915,0,8199224,3,1860223,15,0,817,13,0,11,2,0,806,15,3,19105,0,0,0,0,0,6.156355377600001,44.191999999999986,38.035644622399985,98.319498291
0.001,0.5,0.1,0.97,38.035644622399985,0.5416666666666666,24,13,11,0.29906477894899,322.043367688,238.03564462239999,19126,0.028846153846153848,0.125,808,0,0,280.8333333333333,0.009269687783506292,10141915,0,8199223,5,1860222,15,0,817,13,0,11,2,0,806,15,3,19105,0,0,0,0,0,6.156355377600001,44.191999999999986,38.035644622399985,96.967381583
0.001,0.5,0.1,0.975,38.035644622399985,0.5416666666666666,24,13,11,0.29906477894899,322.043367688,238.03564462239999,19128,0.028846153846153848,0.125,808,0,0,280.8333333333333,0.009269687783506292,10141915,0,8199223,5,1860222,15,0,817,13,0,11,2,0,806,15,4,19105,0,0,0,0,0,6.156355377600001,44.191999999999986,38.035644622399985,95.537918917
0.001,0.5,0.1,0.98,38.035644622399985,0.5416666666666666,24,13,11,0.29906477894899,322.043367688,238.03564462239999,19128,0.028846153846153848,0.125,808,0,0,280.8333333333333,0.009269687783506292,10141915,0,8199214,17,1860219,15,0,817,13,0,11,2,0,806,15,4,19105,0,0,0,0,0,6.156355377600001,44.191999999999986,38.035644622399985,95.043185834
0.001,0.5,0.1,0.985,38.035644622399985,0.5416666666666666,24,13,11,0.29906477894899,322.043367688,238.03564462239999,19128,0.028846153846153848,0.125,808,0,0,280.8333333333333,0.009269687783506292,10141915,0,8199214,17,1860219,15,0,817,13,0,11,2,0,806,15,4,19105,0,0,0,0,0,6.156355377600001,44.191999999999986,38.035644622399985,95.649286709
0.001,0.5,0.125,0.965,43.13963043039999,0.5652173913043478,23,13,10,0.3013144163657317,330.627594216,243.1396304304,19126,0.030303030303030304,0.13043478260869565,736,0,0,281.95652173913044,0.009188975431992468,10141915,0,8199224,3,1860223,14,0,745,12,0,11,2,0,734,15,3,19105,0,1246,0,0,0,6.832369569599999,49.97199999999999,43.13963043039999,95.326205709
0.001,0.5,0.125,0.97,43.13963043039999,0.5652173913043478,23,13,10,0.3013144163657317,330.627594216,243.1396304304,19126,0.030303030303030304,0.13043478260869565,736,0,0,281.95652173913044,0.009188975431992468,10141915,0,8199223,5,1860222,14,0,745,12,0,11,2,0,734,15,3,19105,0,1246,0,0,0,6.832369569599999,49.97199999999999,43.13963043039999,94.841627792
0.001,0.5,0.125,0.975,43.13963043039999,0.5652173913043478,23,13,10,0.3013144163657317,330.627594216,243.1396304304,19128,0.030303030303030304,0.13043478260869565,736,0,0,281.95652173913044,0.009188975431992468,10141915,0,8199223,5,1860222,14,0,745,12,0,11,2,0,734,15,4,19105,0,1246,0,0,0,6.832369569599999,49.97199999999999,43.13963043039999,94.72686275
0.001,0.5,0.125,0.98,43.13963043039999,0.5652173913043478,23,13,10,0.3013144163657317,330.627594216,243.1396304304,19128,0.030303030303030304,0.13043478260869565,736,0,0,281.95652173913044,0.009188975431992468,10141915,0,8199214,17,1860219,14,0,745,12,0,11,2,0,734,15,4,19105,0,1246,0,0,0,6.832369569599999,49.97199999999999,43.13963043039999,95.614255708
0.001,0.5,0.125,0.985,43.13963043039999,0.5652173913043478,23,13,10,0.3013144163657317,330.627594216,243.1396304304,19128,0.030303030303030304,0.13043478260869565,736,0,0,281.95652173913044,0.009188975431992468,10141915,0,8199214,17,1860219,14,0,745,12,0,11,2,0,734,15,4,19105,0,1246,0,0,0,6.832369569599999,49.97199999999999,43.13963043039999,95.237378292
0.001,0.55,0.03,0.965,138.8757097795201,0.631578947368421,38,24,14,0.08664207351265918,366.27673166752004,338.8757097795201,19137,0.05053191489361702,0.07894736842105263,714,1,1,292.2368421052632,0.006696042279583063,10141915,0,8199224,3,1860223,23,2,727,19,1,18,4,1,709,26,3,19105,0,0,0,0,0,5.801690220479999,144.6774000000001,138.8757097795201,94.800355375
0.001,0.55,0.03,0.97,138.8757097795201,0.631578947368421,38,24,14,0.08664207351265918,366.27673166752004,338.8757097795201,19137,0.05053191489361702,0.07894736842105263,714,1,1,292.2368421052632,0.006696042279583063,10141915,0,8199223,5,1860222,23,2,727,19,1,18,4,1,709,26,3,19105,0,0,0,0,0,5.801690220479999,144.6774000000001,138.8757097795201,94.874006625
0.001,0.55,0.03,0.975,138.8757097795201,0.631578947368421,38,24,14,0.08664207351265918,366.27673166752004,338.8757097795201,19139,0.05053191489361702,0.07894736842105263,714,1,1,292.2368421052632,0.006696042279583063,10141915,0,8199223,5,1860222,23,2,727,19,1,18,4,1,709,26,4,19105,0,0,0,0,0,5.801690220479999,144.6774000000001,138.8757097795201,94.937231375
0.001,0.55,0.03,0.98,138.8757097795201,0.631578947368421,38,24,14,0.08664207351265918,366.27673166752004,338.8757097795201,19139,0.05053191489361702,0.07894736842105263,714,1,1,292.2368421052632,0.006696042279583063,10141915,0,8199214,17,1860219,23,2,727,19,1,18,4,1,709,26,4,19105,0,0,0,0,0,5.801690220479999,144.6774000000001,138.8757097795201,94.389706417
0.001,0.55,0.03,0.985,138.8757097795201,0.631578947368421,38,24,14,0.08664207351265918,366.27673166752004,338.8757097795201,19139,0.05053191489361702,0.07894736842105263,714,1,1,292.2368421052632,0.006696042279583063,10141915,0,8199214,17,1860219,23,2,727,19,1,18,4,1,709,26,4,19105,0,0,0,0,0,5.801690220479999,144.6774000000001,138.8757097795201,94.36880525
0.001,0.55,0.05,0.965,150.75354510751993,0.625,40,25,15,0.14208914344090576,378.44916315551995,350.7535451075199,19137,0.05305039787798409,0.075,714,1,1,290.9,0.0075464845286978294,10141915,0,8199224,3,1860223,25,2,727,21,1,18,4,1,709,26,3,19105,0,0,0,0,0,7.683854892479999,158.4373999999999,150.75354510751993,94.922647333
0.001,0.55,0.05,0.97,150.75354510751993,0.625,40,25,15,0.14208914344090576,378.44916315551995,350.7535451075199,19137,0.05305039787798409,0.075,714,1,1,290.9,0.0075464845286978294,10141915,0,8199223,5,1860222,25,2,727,21,1,18,4,1,709,26,3,19105,0,0,0,0,0,7.683854892479999,158.4373999999999,150.75354510751993,95.438414042
0.001,0.55,0.05,0.975,150.75354510751993,0.625,40,25,15,0.14208914344090576,378.44916315551995,350.7535451075199,19139,0.05305039787798409,0.075,714,1,1,290.9,0.0075464845286978294,10141915,0,8199223,5,1860222,25,2,727,21,1,18,4,1,709,26,4,19105,0,0,0,0,0,7.683854892479999,158.4373999999999,150.75354510751993,95.75254125
0.001,0.55,0.05,0.98,150.75354510751993,0.625,40,25,15,0.14208914344090576,378.44916315551995,350.7535451075199,19139,0.05305039787798409,0.075,714,1,1,290.9,0.0075464845286978294,10141915,0,8199214,17,1860219,25,2,727,21,1,18,4,1,709,26,4,19105,0,0,0,0,0,7.683854892479999,158.4373999999999,150.75354510751993,96.128489209
0.001,0.55,0.05,0.985,150.75354510751993,0.625,40,25,15,0.14208914344090576,378.44916315551995,350.7535451075199,19139,0.05305039787798409,0.075,714,1,1,290.9,0.0075464845286978294,10141915,0,8199214,17,1860219,25,2,727,21,1,18,4,1,709,26,4,19105,0,0,0,0,0,7.683854892479999,158.4373999999999,150.75354510751993,97.53072625
0.001,0.55,0.075,0.965,164.75616881151996,0.625,40,25,15,0.20733719148092952,401.36885233951995,364.75616881151996,19137,0.05305039787798409,0.075,714,1,1,290.9,0.008297143389864745,10141915,0,8199224,3,1860223,25,2,727,21,1,18,4,1,709,26,3,19105,0,0,0,0,0,9.99123118848,174.74739999999997,164.75616881151996,95.593993375
0.001,0.55,0.075,0.97,164.75616881151996,0.625,40,25,15,0.20733719148092952,401.36885233951995,364.75616881151996,19137,0.05305039787798409,0.075,714,1,1,290.9,0.008297143389864745,10141915,0,8199223,5,1860222,25,2,727,21,1,18,4,1,709,26,3,19105,0,0,0,0,0,9.99123118848,174.74739999999997,164.75616881151996,95.039154417
0.001,0.55,0.075,0.975,164.75616881151996,0.625,40,25,15,0.20733719148092952,401.36885233951995,364.75616881151996,19139,0.05305039787798409,0.075,714,1,1,290.9,0.008297143389864745,10141915,0,8199223,5,1860222,25,2,727,21,1,18,4,1,709,26,4,19105,0,0,0,0,0,9.99123118848,174.74739999999997,164.75616881151996,95.353694333
0.001,0.55,0.075,0.98,164.75616881151996,0.625,40,25,15,0.20733719148092952,401.36885233951995,364.75616881151996,19139,0.05305039787798409,0.075,714,1,1,290.9,0.008297143389864745,10141915,0,8199214,17,1860219,25,2,727,21,1,18,4,1,709,26,4,19105,0,0,0,0,0,9.99123118848,174.74739999999997,164.75616881151996,96.043991709
0.001,0.55,0.075,0.985,164.75616881151996,0.625,40,25,15,0.20733719148092952,401.36885233951995,364.75616881151996,19139,0.05305039787798409,0.075,714,1,1,290.9,0.008297143389864745,10141915,0,8199214,17,1860219,25,2,727,21,1,18,4,1,709,26,4,19105,0,0,0,0,0,9.99123118848,174.74739999999997,164.75616881151996,98.54587575
0.001,0.55,0.1,0.965,160.3682719379201,0.625,40,25,15,0.27067259613316125,415.66350922592,360.3682719379201,19137,0.05305039787798409,0.125,714,1,1,290.9,0.00847095338486765,10141915,0,8199224,3,1860223,25,2,727,21,1,18,4,1,709,26,3,19105,0,0,0,0,0,11.91612806208,172.2844000000001,160.3682719379201,95.392833833
0.001,0.55,0.1,0.97,160.3682719379201,0.625,40,25,15,0.27067259613316125,415.66350922592,360.3682719379201,19137,0.05305039787798409,0.125,714,1,1,290.9,0.00847095338486765,10141915,0,8199223,5,1860222,25,2,727,21,1,18,4,1,709,26,3,19105,0,0,0,0,0,11.91612806208,172.2844000000001,160.3682719379201,95.653352292
0.001,0.55,0.1,0.975,160.3682719379201,0.625,40,25,15,0.27067259613316125,415.66350922592,360.3682719379201,19139,0.05305039787798409,0.125,714,1,1,290.9,0.00847095338486765,10141915,0,8199223,5,1860222,25,2,727,21,1,18,4,1,709,26,4,19105,0,0,0,0,0,11.91612806208,172.2844000000001,160.3682719379201,94.942499916
0.001,0.55,0.1,0.98,160.3682719379201,0.625,40,25,15,0.27067259613316125,415.66350922592,360.3682719379201,19139,0.05305039787798409,0.125,714,1,1,290.9,0.00847095338486765,10141915,0,8199214,17,1860219,25,2,727,21,1,18,4,1,709,26,4,19105,0,0,0,0,0,11.91612806208,172.2844000000001,160.3682719379201,95.614440708
0.001,0.55,0.1,0.985,160.3682719379201,0.625,40,25,15,0.27067259613316125,415.66350922592,360.3682719379201,19139,0.05305039787798409,0.125,714,1,1,290.9,0.00847095338486765,10141915,0,8199214,17,1860219,25,2,727,21,1,18,4,1,709,26,4,19105,0,0,0,0,0,11.91612806208,172.2844000000001,160.3682719379201,95.362756
0.001,0.55,0.125,0.965,93.38141418591994,0.6216216216216216,37,23,14,0.3302109097812336,422.55272887392005,293.38141418591994,19137,0.05683563748079877,0.13513513513513514,614,1,1,291.64864864864865,0.009209844232033582,10141915,0,8199224,3,1860223,22,2,627,18,1,18,4,1,609,26,3,19105,0,1940,0,0,0,11.97298581408,105.35439999999994,93.38141418591994,94.967561792
0.001,0.55,0.125,0.97,93.38141418591994,0.6216216216216216,37,23,14,0.3302109097812336,422.55272887392005,293.38141418591994,19137,0.05683563748079877,0.13513513513513514,614,1,1,291.64864864864865,0.009209844232033582,10141915,0,8199223,5,1860222,22,2,627,18,1,18,4,1,609,26,3,19105,0,1940,0,0,0,11.97298581408,105.35439999999994,93.38141418591994,97.095907958
0.001,0.55,0.125,0.975,93.38141418591994,0.6216216216216216,37,23,14,0.3302109097812336,422.55272887392005,293.38141418591994,19139,0.05683563748079877,0.13513513513513514,614,1,1,291.64864864864865,0.009209844232033582,10141915,0,8199223,5,1860222,22,2,627,18,1,18,4,1,609,26,4,19105,0,1940,0,0,0,11.97298581408,105.35439999999994,93.38141418591994,95.640993458
0.001,0.55,0.125,0.98,93.38141418591994,0.6216216216216216,37,23,14,0.3302109097812336,422.55272887392005,293.38141418591994,19139,0.05683563748079877,0.13513513513513514,614,1,1,291.64864864864865,0.009209844232033582,10141915,0,8199214,17,1860219,22,2,627,18,1,18,4,1,609,26,4,19105,0,1940,0,0,0,11.97298581408,105.35439999999994,93.38141418591994,95.392155917
0.001,0.55,0.125,0.985,93.38141418591994,0.6216216216216216,37,23,14,0.3302109097812336,422.55272887392005,293.38141418591994,19139,0.05683563748079877,0.13513513513513514,614,1,1,291.64864864864865,0.009209844232033582,10141915,0,8199214,17,1860219,22,2,627,18,1,18,4,1,609,26,4,19105,0,1940,0,0,0,11.97298581408,105.35439999999994,93.38141418591994,95.724889292
0.001,0.6,0.03,0.965,336.4936251270401,0.7285714285714285,70,51,19,0.07384758792094868,565.0605342230402,536.4936251270401,19374,0.12216404886561955,0.04285714285714286,503,2,2,293.9428571428571,0.009031709343998336,10141915,0,8259720,3,1879382,42,4,527,38,2,30,4,2,497,48,3,19320,0,0,0,0,0,13.569574872960002,350.0632000000001,336.4936251270401,95.925877875
0.001,0.6,0.03,0.97,336.4936251270401,0.7285714285714285,70,51,19,0.07384758792094868,565.0605342230402,536.4936251270401,19374,0.12216404886561955,0.04285714285714286,503,2,2,293.9428571428571,0.009031709343998336,10141915,0,8259719,5,1879381,42,4,527,38,2,30,4,2,497,48,3,19320,0,0,0,0,0,13.569574872960002,350.0632000000001,336.4936251270401,96.097898
0.001,0.6,0.03,0.975,336.4936251270401,0.7285714285714285,70,51,19,0.07384758792094868,565.0605342230402,536.4936251270401,19376,0.12216404886561955,0.04285714285714286,503,2,2,293.9428571428571,0.009031709343998336,10141915,0,8259719,5,1879381,42,4,527,38,2,30,4,2,497,48,4,19320,0,0,0,0,0,13.569574872960002,350.0632000000001,336.4936251270401,96.290071667
0.001,0.6,0.03,0.98,336.4936251270401,0.7285714285714285,70,51,19,0.07384758792094868,565.0605342230402,536.4936251270401,19376,0.12216404886561955,0.04285714285714286,503,2,2,293.9428571428571,0.009031709343998336,10141915,0,8259710,17,1879378,42,4,527,38,2,30,4,2,497,48,4,19320,0,0,0,0,0,13.569574872960002,350.0632000000001,336.4936251270401,95.971227
0.001,0.6,0.03,0.985,336.4936251270401,0.7285714285714285,70,51,19,0.07384758792094868,565.0605342230402,536.4936251270401,19376,0.12216404886561955,0.04285714285714286,503,2,2,293.9428571428571,0.009031709343998336,10141915,0,8259710,17,1879378,42,4,527,38,2,30,4,2,497,48,4,19320,0,0,0,0,0,13.569574872960002,350.0632000000001,336.4936251270401,96.26056475
0.001,0.6,0.05,0.965,410.24513095104,0.7222222222222222,72,52,20,0.11865964879448232,646.03757557504,610.24513095104,19374,0.12521739130434784,0.05555555555555555,503,2,2,293.15277777777777,0.009864620438899244,10141915,0,8259720,3,1879382,44,4,527,40,2,30,4,2,497,48,3,19320,0,0,0,0,0,19.218069048959997,429.4632,410.24513095104,96.804325667
0.001,0.6,0.05,0.97,410.24513095104,0.7222222222222222,72,52,20,0.11865964879448232,646.03757557504,610.24513095104,19374,0.12521739130434784,0.05555555555555555,503,2,2,293.15277777777777,0.009864620438899244,10141915,0,8259719,5,1879381,44,4,527,40,2,30,4,2,497,48,3,19320,0,0,0,0,0,19.218069048959997,429.4632,410.24513095104,95.889517792
0.001,0.6,0.05,0.975,410.24513095104,0.7222222222222222,72,52,20,0.11865964879448232,646.03757557504,610.24513095104,19376,0.12521739130434784,0.05555555555555555,503,2,2,293.15277777777777,0.009864620438899244,10141915,0,8259719,5,1879381,44,4,527,40,2,30,4,2,497,48,4,19320,0,0,0,0,0,19.218069048959997,429.4632,410.24513095104,95.823228834
0.001,0.6,0.05,0.98,410.24513095104,0.7222222222222222,72,52,20,0.11865964879448232,646.03757557504,610.24513095104,19376,0.12521739130434784,0.05555555555555555,503,2,2,293.15277777777777,0.009864620438899244,10141915,0,8259710,17,1879378,44,4,527,40,2,30,4,2,497,48,4,19320,0,0,0,0,0,19.218069048959997,429.4632,410.24513095104,95.780255667
0.001,0.6,0.05,0.985,410.24513095104,0.7222222222222222,72,52,20,0.11865964879448232,646.03757557504,610.24513095104,19376,0.12521739130434784,0.05555555555555555,503,2,2,293.15277777777777,0.009864620438899244,10141915,0,8259710,17,1879378,44,4,527,40,2,30,4,2,497,48,4,19320,0,0,0,0,0,19.218069048959997,429.4632,410.24513095104,95.795430584
0.001,0.6,0.075,0.965,509.4811517308798,0.7222222222222222,72,52,20,0.17613332671919385,758.6492026508797,709.4811517308798,19374,0.12521739130434784,0.08333333333333333,503,2,2,293.15277777777777,0.009675202324413417,10141915,0,8259720,3,1879382,44,4,527,40,2,30,4,2,497,48,3,19320,0,0,0,0,0,26.42984826912,535.9109999999998,509.4811517308798,96.143939666
0.001,0.6,0.075,0.97,509.4811517308798,0.7222222222222222,72,52,20,0.17613332671919385,758.6492026508797,709.4811517308798,19374,0.12521739130434784,0.08333333333333333,503,2,2,293.15277777777777,0.009675202324413417,10141915,0,8259719,5,1879381,44,4,527,40,2,30,4,2,497,48,3,19320,0,0,0,0,0,26.42984826912,535.9109999999998,509.4811517308798,96.370527667
0.001,0.6,0.075,0.975,509.4811517308798,0.7222222222222222,72,52,20,0.17613332671919385,758.6492026508797,709.4811517308798,19376,0.12521739130434784,0.08333333333333333,503,2,2,293.15277777777777,0.009675202324413417,10141915,0,8259719,5,1879381,44,4,527,40,2,30,4,2,497,48,4,19320,0,0,0,0,0,26.42984826912,535.9109999999998,509.4811517308798,98.83109
0.001,0.6,0.075,0.98,509.4811517308798,0.7222222222222222,72,52,20,0.17613332671919385,758.6492026508797,709.4811517308798,19376,0.12521739130434784,0.08333333333333333,503,2,2,293.15277777777777,0.009675202324413417,10141915,0,8259710,17,1879378,44,4,527,40,2,30,4,2,497,48,4,19320,0,0,0,0,0,26.42984826912,535.9109999999998,509.4811517308798,95.476006917
0.001,0.6,0.075,0.985,509.4811517308798,0.7222222222222222,72,52,20,0.17613332671919385,758.6492026508797,709.4811517308798,19376,0.12521739130434784,0.08333333333333333,503,2,2,293.15277777777777,0.009675202324413417,10141915,0,8259710,17,1879378,44,4,527,40,2,30,4,2,497,48,4,19320,0,0,0,0,0,26.42984826912,535.9109999999998,509.4811517308798,94.383586041
0.001,0.6,0.1,0.965,590.4991465315998,0.7222222222222222,72,52,20,0.220072252927232,853.7739164995999,790.4991465315998,19374,0.12521739130434784,0.1111111111111111,503,2,2,293.2361111111111,0.009119558910431754,10141915,0,8259720,3,1879382,44,4,527,40,2,30,4,2,497,48,3,19320,0,0,0,0,0,33.4077534684,623.9068999999997,590.4991465315998,95.992305292
0.001,0.6,0.1,0.97,590.4991465315998,0.7222222222222222,72,52,20,0.220072252927232,853.7739164995999,790.4991465315998,19374,0.12521739130434784,0.1111111111111111,503,2,2,293.2361111111111,0.009119558910431754,10141915,0,8259719,5,1879381,44,4,527,40,2,30,4,2,497,48,3,19320,0,0,0,0,0,33.4077534684,623.9068999999997,590.4991465315998,94.796923084
0.001,0.6,0.1,0.975,590.4991465315998,0.7222222222222222,72,52,20,0.220072252927232,853.7739164995999,790.4991465315998,19376,0.12521739130434784,0.1111111111111111,503,2,2,293.2361111111111,0.009119558910431754,10141915,0,8259719,5,1879381,44,4,527,40,2,30,4,2,497,48,4,19320,0,0,0,0,0,33.4077534684,623.9068999999997,590.4991465315998,95.377497958
0.001,0.6,0.1,0.98,590.4991465315998,0.7222222222222222,72,52,20,0.220072252927232,853.7739164995999,790.4991465315998,19376,0.12521739130434784,0.1111111111111111,503,2,2,293.2361111111111,0.009119558910431754,10141915,0,8259710,17,1879378,44,4,527,40,2,30,4,2,497,48,4,19320,0,0,0,0,0,33.4077534684,623.9068999999997,590.4991465315998,98.581437083
0.001,0.6,0.1,0.985,590.4991465315998,0.7222222222222222,72,52,20,0.220072252927232,853.7739164995999,790.4991465315998,19376,0.12521739130434784,0.1111111111111111,503,2,2,293.2361111111111,0.009119558910431754,10141915,0,8259710,17,1879378,44,4,527,40,2,30,4,2,497,48,4,19320,0,0,0,0,0,33.4077534684,623.9068999999997,590.4991465315998,215.802887333
0.001,0.6,0.125,0.965,673.1723703395996,0.7222222222222222,72,52,20,0.25580964976305787,962.7709521155996,873.1723703395996,19374,0.12521739130434784,0.125,503,2,2,293.2361111111111,0.008540905695510494,10141915,0,8259720,3,1879382,44,4,527,40,2,30,4,2,497,48,3,19320,0,0,0,0,0,41.242529660399995,714.4148999999996,673.1723703395996,212.4860965
0.001,0.6,0.125,0.97,673.1723703395996,0.7222222222222222,72,52,20,0.25580964976305787,962.7709521155996,873.1723703395996,19374,0.12521739130434784,0.125,503,2,2,293.2361111111111,0.008540905695510494,10141915,0,8259719,5,1879381,44,4,527,40,2,30,4,2,497,48,3,19320,0,0,0,0,0,41.242529660399995,714.4148999999996,673.1723703395996,207.234284125
0.001,0.6,0.125,0.975,673.1723703395996,0.7222222222222222,72,52,20,0.25580964976305787,962.7709521155996,873.1723703395996,19376,0.12521739130434784,0.125,503,2,2,293.2361111111111,0.008540905695510494,10141915,0,8259719,5,1879381,44,4,527,40,2,30,4,2,497,48,4,19320,0,0,0,0,0,41.242529660399995,714.4148999999996,673.1723703395996,139.779919708
0.001,0.6,0.125,0.98,673.1723703395996,0.7222222222222222,72,52,20,0.25580964976305787,962.7709521155996,873.1723703395996,19376,0.12521739130434784,0.125,503,2,2,293.2361111111111,0.008540905695510494,10141915,0,8259710,17,1879378,44,4,527,40,2,30,4,2,497,48,4,19320,0,0,0,0,0,41.242529660399995,714.4148999999996,673.1723703395996,96.405275792
0.001,0.6,0.125,0.985,673.1723703395996,0.7222222222222222,72,52,20,0.25580964976305787,962.7709521155996,873.1723703395996,19376,0.12521739130434784,0.125,503,2,2,293.2361111111111,0.008540905695510494,10141915,0,8259710,17,1879378,44,4,527,40,2,30,4,2,497,48,4,19320,0,0,0,0,0,41.242529660399995,714.4148999999996,673.1723703395996,98.438149333
0.001,0.65,0.03,0.965,434.71158459607966,0.7523809523809524,105,79,26,0.16417362907517277,745.3141652120797,634.7115845960797,19179,0.3343949044585987,0.047619047619047616,209,2,2,292.18095238095236,0.008265466309666136,10141915,0,8165572,3,1853456,64,4,246,56,2,47,8,2,199,69,3,19104,0,0,0,0,0,24.741315403919995,459.45289999999966,434.71158459607966,97.256196542
