LATENCY_ARB_MOMENTUM_THRESHOLD,LATENCY_ARB_MAX_ASK,MAX_POSITION_FRACTION,pnl,win_rate,trades,wins,losses,max_dd,hwm,final_balance,signals,total_fees,pnl_net,elapsed_s
0.0008,0.65,0.125,-52.00168761907119,0.5042016806722689,119,60,59,0.5103818186166077,302.2729098065084,147.9983123809288,4560,19.506290106633106,-52.00168761907119,14.538278334
0.0008,0.7,0.03,71612.06501248367,0.64275956284153,2928,1882,1046,0.4152965629352807,71812.06501248367,71812.06501248367,5093,4013.267358169714,71612.06501248367,15.357167292
0.0008,0.7,0.05,1887.1978289074236,0.6196196196196196,999,619,380,0.5024766040300945,4195.1752335958,2087.1978289074236,5234,433.6004964657134,1887.1978289074236,14.621130458
0.0008,0.7,0.075,234.8741920726041,0.6063829787234043,282,171,111,0.5019210322483763,873.1029018062496,434.8741920726041,5297,66.74699399704735,234.8741920726041,14.202650208
0.0008,0.7,0.1,127.53790599003167,0.6094276094276094,297,181,116,0.5093687575208662,667.5846901534437,327.5379059900317,5298,67.83446266668409,127.53790599003167,14.055147459
0.0008,0.7,0.125,222.7255072529088,0.6181229773462783,309,191,118,0.5001376241685954,845.6837875621334,422.7255072529088,5296,89.1022176227132,222.7255072529088,14.155400166
0.001,0.5,0.03,19288.769612563803,0.5648949320148331,809,457,352,0.23749081666239574,19488.769612563803,19488.769612563803,1269,629.7236420951715,19288.769612563803,14.176247708
0.001,0.5,0.05,26247.833769987643,0.5518018018018018,888,490,398,0.24353521650313445,26447.833769987643,26447.833769987643,1263,902.1644654464459,26247.833769987643,13.969547167
0.001,0.5,0.075,28064.38920695019,0.5512249443207127,898,495,403,0.25752023192781354,28264.38920695019,28264.38920695019,1265,963.2322869213589,28064.38920695019,14.309746625
0.001,0.5,0.1,28881.09962886043,0.5502762430939226,905,498,407,0.31171438665559414,29081.09962886043,29081.09962886043,1265,982.7093747776661,28881.09962886043,14.128764208
0.001,0.5,0.125,29633.240568085595,0.5515743756786102,921,508,413,0.3398259287843115,29833.240568085595,29833.240568085595,1265,1014.7065623058522,29633.240568085595,14.342411458
0.001,0.55,0.03,56413.104727658974,0.6446360153256705,1044,673,371,0.3307848903109108,56613.104727658974,56613.104727658974,2075,1711.0255655729393,56413.104727658974,14.215316375
0.001,0.55,0.05,67322.23587894047,0.6264964086193137,1253,785,468,0.2848682072374707,67522.23587894047,67522.23587894047,2071,2173.698618726634,67322.23587894047,13.817877042
0.001,0.55,0.075,67226.58391845439,0.613603473227207,1382,848,534,0.44276888931789515,67426.58391845439,67426.58391845439,2066,2216.84296758287,67226.58391845439,14.731326708
0.001,0.55,0.1,69129.07918417314,0.6259659969088099,1294,810,484,0.460202457827823,69329.07918417314,69329.07918417314,2076,2286.115220811084,69129.07918417314,13.690734542
0.001,0.55,0.125,70179.91568138792,0.6118980169971672,1412,864,548,0.4240631599851682,70379.91568138792,70379.91568138792,2064,2359.542959052833,70179.91568138792,13.806997917
0.001,0.6,0.03,64765.74585563567,0.6235294117647059,1615,1007,608,0.2303447640540506,64965.74585563567,64965.74585563567,2504,2414.6651190821635,64765.74585563567,13.861707417
0.001,0.6,0.05,67878.694584663,0.6175567833026396,1629,1006,623,0.3928205023582527,68078.694584663,68078.694584663,2493,2560.0410028883616,67878.694584663,14.151122041
0.001,0.6,0.075,68441.1461538462,0.6200980392156863,1632,1012,620,0.45410866351506624,68641.1461538462,68641.1461538462,2493,2591.371893615202,68441.1461538462,14.851084667
0.001,0.6,0.1,111.09602810402112,0.5279069767441861,430,227,203,0.5116840290027946,637.0793637339409,311.0960281040211,2565,84.06985547806886,111.09602810402112,12.938189333
0.001,0.6,0.125,68.69658343747392,0.530241935483871,496,263,233,0.5111144157216416,549.61036299341,268.6965834374739,2554,102.05282004511383,68.69658343747392,13.620453666
0.001,0.65,0.03,56283.825532587805,0.6214057507987221,1878,1167,711,0.3635825823657894,56483.825532587805,56483.825532587805,2882,2219.2590940396713,56283.825532587805,14.937226458
0.001,0.65,0.05,61924.02056444213,0.6276668960770819,1453,912,541,0.34352070884601904,62124.02056444213,62124.02056444213,2927,2397.362478179375,61924.02056444213,13.92845075
0.001,0.65,0.075,66569.78778764648,0.6259780907668232,1917,1200,717,0.4829844863110046,66769.78778764648,66769.78778764648,2891,2874.345893839175,66569.78778764648,13.34636475
0.001,0.65,0.1,65390.70762123575,0.6419491525423728,1416,909,507,0.4280360292776308,65590.70762123575,65590.70762123575,2925,2631.6221420704305,65390.70762123575,12.657981375
0.001,0.65,0.125,60197.602225136005,0.6578171091445427,1017,669,348,0.4401717463056921,60397.602225136005,60397.602225136005,2966,2256.3340741287902,60197.602225136005,12.484022042
0.001,0.7,0.03,53102.41881521894,0.6423841059602649,2114,1358,756,0.3229939951257175,53383.44955508371,53302.41881521894,3346,2454.0646158759673,53102.41881521894,13.474955917
0.001,0.7,0.05,58265.25010319753,0.6545908806995627,1601,1048,553,0.35687583689436597,58546.280843062304,58465.25010319753,3381,2643.908066875231,58265.25010319753,14.085396041
0.001,0.7,0.075,56374.19960350943,0.6568236233040702,1253,823,430,0.4572431500752959,56655.2303433742,56574.19960350943,3414,2437.642369061666,56374.19960350943,12.866540417
0.001,0.7,0.1,62324.50532541534,0.6459001374255612,2183,1410,773,0.48353537951279196,62605.53606528011,62524.50532541534,3361,3331.730375747155,62324.50532541534,14.471900083
0.001,0.7,0.125,-55.24415125586876,0.5075757575757576,132,67,65,0.5116467988527146,296.4162995226757,144.75584874413124,3500,18.05720697726179,-55.24415125586876,13.187076333
0.0012,0.5,0.03,5371.681222399885,0.6289308176100629,318,200,118,0.18391980997265162,5571.681222399885,5571.681222399885,845,145.2123191991315,5371.681222399885,12.682151209
0.0012,0.5,0.05,12731.778034308343,0.6231454005934718,337,210,127,0.22992747064218222,12931.778034308343,12931.778034308343,843,344.4292112667997,12731.778034308343,13.385187459
0.0012,0.5,0.075,15781.873593097298,0.6162790697674418,344,212,132,0.20932105514122037,15981.873593097298,15981.873593097298,845,477.9097416627208,15781.873593097298,10.170315
0.0012,0.5,0.1,16517.982352432322,0.6273291925465838,322,202,120,0.332812286424386,16717.982352432322,16717.982352432322,849,497.69483446248205,16517.982352432322,10.728995709
0.0012,0.5,0.125,21777.428892739248,0.6167023554603854,467,288,179,0.318900553886823,21977.428892739248,21977.428892739248,841,659.3262874973499,21777.428892739248,9.913363875
0.0012,0.55,0.03,31775.46743224654,0.6726973684210527,608,409,199,0.26534188235708,31975.46743224654,31975.46743224654,1380,849.0440914681749,31775.46743224654,9.708011084
0.0012,0.55,0.05,44173.0193549351,0.656832298136646,644,423,221,0.3672001899874618,44373.0193549351,44373.0193549351,1378,1229.2596638004761,44173.0193549351,13.502440791
0.0012,0.55,0.075,48368.30709270338,0.6671875,640,427,213,0.3727483559519873,48568.30709270338,48568.30709270338,1380,1377.0397260452717,48368.30709270338,13.136919
0.0012,0.55,0.1,55802.8785689431,0.6516203703703703,864,563,301,0.43054456590121354,56002.8785689431,56002.8785689431,1374,1707.1169191631307,55802.8785689431,13.61257075
0.0012,0.55,0.125,48097.6781865793,0.6619047619047619,630,417,213,0.40235945222156283,48297.6781865793,48297.6781865793,1379,1382.1381321693477,48097.6781865793,13.172817958
0.0012,0.6,0.03,46575.70211907802,0.6478578892371996,957,620,337,0.19500454904065306,46775.70211907802,46775.70211907802,1691,1480.246788105206,46575.70211907802,13.756306541
0.0012,0.6,0.05,54144.636693634486,0.6424528301886793,1060,681,379,0.29727524524893095,54344.636693634486,54344.636693634486,1681,1847.4252685898732,54144.636693634486,9.8873545
0.0012,0.6,0.075,47133.8695219739,0.6468253968253969,756,489,267,0.3959183394289624,47333.8695219739,47333.8695219739,1687,1468.709236562676,47133.8695219739,10.123768166
0.0012,0.6,0.1,55836.064955157104,0.6439688715953308,1028,662,366,0.39487728037811143,56036.064955157104,56036.064955157104,1678,1928.959142641342,55836.064955157104,9.491338959
0.0012,0.6,0.125,55428.543916998824,0.6373517786561265,1012,645,367,0.3955243755718458,55628.543916998824,55628.543916998824,1675,1904.9816519424126,55428.543916998824,9.010039625
0.0012,0.65,0.03,34952.603809641936,0.6618004866180048,822,544,278,0.25177981691074924,35152.603809641936,35152.603809641936,1957,1112.329643851742,34952.603809641936,12.768457
0.0012,0.65,0.05,48102.58632137898,0.6569767441860465,860,565,295,0.3111731810517495,48302.58632137898,48302.58632137898,1959,1565.9222565453456,48102.58632137898,12.974136833
0.0012,0.65,0.075,56169.137141566796,0.6421861656703672,1171,752,419,0.3773052772043425,56369.137141566796,56369.137141566796,1919,2046.7954717853052,56169.137141566796,13.695107666
0.0012,0.65,0.1,58083.32276602173,0.6410066617320503,1351,866,485,0.34520480447643925,58283.32276602173,58283.32276602173,1909,2269.253712046448,58083.32276602173,13.73399475
0.0012,0.65,0.125,58075.17704842092,0.6407407407407407,1350,865,485,0.36576046164308795,58275.17704842092,58275.17704842092,1909,2268.295157427919,58075.17704842092,10.010135125
0.0012,0.7,0.03,41340.797972853004,0.6622773044151821,1291,855,436,0.280053475090072,41627.610058321414,41540.797972853004,2234,1614.7550496956874,41340.797972853004,14.658460792
0.0012,0.7,0.05,48847.63636279752,0.6590214067278287,1308,862,446,0.2960150323122282,49134.44844826593,49047.63636279752,2222,1999.8437045886365,48847.63636279752,13.115306208
0.0012,0.7,0.075,55299.47516827818,0.6605019815059445,1514,1000,514,0.42214901518601394,55586.28725374659,55499.47516827818,2212,2445.648981596671,55299.47516827818,13.835385125
0.0012,0.7,0.1,56261.87263944835,0.6627756160830091,1542,1022,520,0.4915394019457348,56548.68472491676,56461.87263944835,2210,2545.5127731767107,56261.87263944835,12.711066958
0.0012,0.7,0.125,3.0632285121081964,0.6219512195121951,82,51,31,0.5045800861496081,409.88103795405715,203.0632285121082,2293,22.28420730878734,3.0632285121081964,9.885760416
0.0014,0.5,0.03,4216.133271578588,0.6181818181818182,330,204,126,0.214097650363889,4416.133271578588,4416.133271578588,567,136.3849286847353,4216.133271578588,14.01866375
0.0014,0.5,0.05,10181.336478147441,0.5886363636363636,440,259,181,0.26122666615670204,10381.336478147441,10381.336478147441,562,383.3780050533066,10181.336478147441,14.409447584
0.0014,0.5,0.075,12151.200973776567,0.5816554809843401,447,260,187,0.29347378419708037,12351.200973776567,12351.200973776567,563,473.99435651544934,12151.200973776567,14.14454375
0.0014,0.5,0.1,13214.211418694806,0.5816554809843401,447,260,187,0.311470134429976,13414.211418694806,13414.211418694806,563,505.4046759164396,13214.211418694806,13.96048
0.0014,0.5,0.125,13466.161242986022,0.5812917594654788,449,261,188,0.32410070451319567,13666.161242986022,13666.161242986022,563,514.6169450916901,13466.161242986022,13.144938667
0.0014,0.55,0.03,23259.569400480672,0.647766323024055,582,377,205,0.20094771137469689,23459.569400480672,23459.569400480672,890,674.4895593262723,23259.569400480672,13.936933834
0.0014,0.55,0.05,32516.046483879185,0.6306306306306306,666,420,246,0.3067267014525285,32716.046483879185,32716.046483879185,881,1039.5708068494837,32516.046483879185,14.027787959
0.0014,0.55,0.075,32445.49991064995,0.6363636363636364,616,392,224,0.41556780383824793,32645.49991064995,32645.49991064995,881,1059.393661116561,32445.49991064995,13.423546584
0.0014,0.55,0.1,32842.41745707968,0.6293494704992436,661,416,245,0.44675341418168424,33042.41745707968,33042.41745707968,882,1117.392374201286,32842.41745707968,13.377753791
0.0014,0.55,0.125,32643.268942047143,0.6386138613861386,606,387,219,0.45593027971592626,32843.26894204714,32843.26894204714,881,1097.5227353724242,32643.268942047143,12.549408
0.0014,0.6,0.03,18250.462526057756,0.6448598130841121,642,414,228,0.18363512316535216,18450.462526057756,18450.462526057756,1123,598.6033515887708,18250.462526057756,13.493067208
0.0014,0.6,0.05,31460.554659557907,0.6375,800,510,290,0.28721099762740354,31660.554659557907,31660.554659557907,1118,1187.2676827163202,31460.554659557907,14.059678
0.0014,0.6,0.075,32199.577676541405,0.6363636363636364,803,511,292,0.37868172271196376,32399.577676541405,32399.577676541405,1114,1277.2773389490299,32199.577676541405,13.894808583
0.0014,0.6,0.1,32878.79732978763,0.6324257425742574,808,511,297,0.3932519186557904,33078.79732978763,33078.79732978763,1110,1322.617534451239,32878.79732978763,12.915393583
0.0014,0.6,0.125,33726.416528392554,0.6312576312576312,819,517,302,0.445376191310279,33926.416528392554,33926.416528392554,1110,1367.3625189768952,33726.416528392554,12.792713791
0.0014,0.65,0.03,2869.9857797721947,0.6484375,384,249,135,0.19896999540493146,3154.0913566454587,3069.9857797721947,1317,110.67498983580968,2869.9857797721947,12.633912958
0.0014,0.65,0.05,27391.022742461086,0.6392811296534018,779,498,281,0.34509078722409503,27746.112414078925,27591.022742461086,1304,1029.0051472113992,27391.022742461086,13.482271833
0.0014,0.65,0.075,19583.81379165165,0.6506024096385542,415,270,145,0.3373209256819999,19938.90346326949,19783.81379165165,1313,670.5545829314748,19583.81379165165,13.019553542
0.0014,0.65,0.1,31483.343571094825,0.6380510440835266,862,550,312,0.3971720017708026,31838.433242712665,31683.343571094825,1293,1296.2861719769496,31483.343571094825,14.377004209
0.0014,0.65,0.125,32107.422113914414,0.6407657657657657,888,569,319,0.3884819163111627,32462.511785532253,32307.422113914414,1295,1355.8929657835629,32107.422113914414,14.031135042
0.0014,0.7,0.03,16650.75103795907,0.6628787878787878,792,525,267,0.3983519579059429,17345.84566577976,16850.75103795907,1519,619.0859184109836,16650.75103795907,13.494323042
0.0014,0.7,0.05,29796.90872274476,0.6601441812564367,971,641,330,0.3998877547696674,30492.00335056545,29996.90872274476,1516,1205.2542611473782,29796.90872274476,14.318474292
0.0014,0.7,0.075,33604.13818750038,0.6694290976058932,1086,727,359,0.3620221950364135,34299.23281532107,33804.13818750038,1511,1535.9957075704401,33604.13818750038,14.115957667
0.0014,0.7,0.1,34145.22878075677,0.667584940312213,1089,727,362,0.45534313817210753,34840.32340857746,34345.22878075677,1510,1583.6938843525397,34145.22878075677,13.237080875
0.0014,0.7,0.125,111.17087644923419,0.6197183098591549,142,88,54,0.5208098787353959,649.368304229729,311.1708764492342,1545,39.03543051593981,111.17087644923419,12.597556792
0.0016,0.5,0.03,1826.3304609846155,0.6521739130434783,207,135,72,0.15849850780160715,2026.3304609846155,2026.3304609846155,390,55.34608682946222,1826.3304609846155,13.760291333
0.0016,0.5,0.05,4390.128978249639,0.6359649122807017,228,145,83,0.23806584235124909,4590.128978249639,4590.128978249639,388,135.69940333982743,4390.128978249639,13.448831083
0.0016,0.5,0.075,3849.5871460827607,0.6481481481481481,162,105,57,0.32464212106930457,4049.5871460827607,4049.5871460827607,390,115.13657929037443,3849.5871460827607,13.469926375
0.0016,0.5,0.1,5250.240909473819,0.65,160,104,56,0.3654230326577906,5450.240909473819,5450.240909473819,390,162.56269102369436,5250.240909473819,14.459860125
0.0016,0.5,0.125,2591.91975195677,0.6382978723404256,141,90,51,0.40331722839515355,2791.91975195677,2791.91975195677,390,81.55122366512047,2591.91975195677,14.048552834
0.0016,0.55,0.03,9114.3210161199,0.6747311827956989,372,251,121,0.19374040056229375,9314.3210161199,9314.3210161199,628,242.79639506318728,9114.3210161199,13.823724417
0.0016,0.55,0.05,18463.171617502285,0.6701570680628273,382,256,126,0.25099222209506455,18663.171617502285,18663.171617502285,625,509.7811990182525,18463.171617502285,13.229213667
0.0016,0.55,0.075,23787.811642774253,0.6684073107049608,383,256,127,0.2713246388481757,23987.811642774253,23987.811642774253,625,668.3737390880873,23787.811642774253,13.248922375
0.0016,0.55,0.1,24435.846293401733,0.6649350649350649,385,256,129,0.2923776122529816,24635.846293401733,24635.846293401733,625,695.6117909410909,24435.846293401733,13.692381875
0.0016,0.55,0.125,17046.984671449798,0.6693227091633466,251,168,83,0.30704136779124624,17246.984671449798,17246.984671449798,625,468.755464371096,17046.984671449798,12.226467708
0.0016,0.6,0.03,3527.639401983846,0.6928571428571428,280,194,86,0.14148556476536953,3727.639401983846,3727.639401983846,776,100.91463831466181,3527.639401983846,12.431751
0.0016,0.6,0.05,20867.201040054915,0.6666666666666666,423,282,141,0.37467662841895844,21067.201040054915,21067.201040054915,759,655.2319436515724,20867.201040054915,13.247162542
0.0016,0.6,0.075,25791.01295613373,0.6658767772511849,422,281,141,0.4096785186588094,25991.01295613373,25991.01295613373,758,789.9353312420034,25791.01295613373,14.0847305
0.0016,0.6,0.1,26062.92633469447,0.6561797752808989,445,292,153,0.4484926696047966,26262.92633469447,26262.92633469447,761,813.6585418647486,26062.92633469447,14.246472625
0.0016,0.6,0.125,26554.434969420952,0.6618705035971223,417,276,141,0.4779907723898426,26754.434969420952,26754.434969420952,760,834.8813511014552,26554.434969420952,13.911583875
0.0016,0.65,0.03,2037.2576694510144,0.6768060836501901,263,178,85,0.18565946398997343,2237.2576694510144,2237.2576694510144,899,64.86442607137373,2037.2576694510144,13.890366208
0.0016,0.65,0.05,18740.88533629212,0.6717391304347826,460,309,151,0.3678369405339438,18940.88533629212,18940.88533629212,883,623.0110876772709,18740.88533629212,14.2728715
0.0016,0.65,0.075,23806.47378264699,0.6681034482758621,464,310,154,0.36048790616326026,24006.47378264699,24006.47378264699,882,800.5066114113071,23806.47378264699,13.505868459
0.0016,0.65,0.1,23937.444323044238,0.6737588652482269,423,285,138,0.41020160171195263,24137.444323044238,24137.444323044238,886,798.9709724344001,23937.444323044238,13.362113791
0.0016,0.65,0.125,21010.788951337756,0.6666666666666666,393,262,131,0.4352612046383203,21210.788951337756,21210.788951337756,884,684.4588163239388,21010.788951337756,13.233955
0.0016,0.7,0.03,4528.332566908144,0.6879795396419437,391,269,122,0.23898648183129956,4864.593531838209,4728.332566908144,1053,162.86327022045558,4528.332566908144,13.375345
0.0016,0.7,0.05,19833.02821042275,0.6893382352941176,544,375,169,0.29053172140715317,20528.122838243442,20033.02821042275,1047,712.5152618648347,19833.02821042275,12.561676875
0.0016,0.7,0.075,23937.40147285334,0.689908256880734,545,376,169,0.38320752191942115,24632.49610067403,24137.40147285334,1044,873.8200084820131,23937.40147285334,12.639021917
0.0016,0.7,0.1,24886.52009187294,0.673728813559322,708,477,231,0.4768201709989791,25581.61471969363,25086.52009187294,1033,985.4294132114375,24886.52009187294,13.487625833
0.0016,0.7,0.125,25020.600977266276,0.6727549467275494,657,442,215,0.4884194481759938,25715.695605086967,25220.600977266276,1038,979.7628782493196,25020.600977266276,13.573470499999999
0.0018,0.5,0.03,565.3131872104466,0.7605633802816901,71,54,17,0.08127462136782061,765.3131872104466,765.3131872104466,272,11.983412789553496,565.3131872104466,12.893498959
0.0018,0.5,0.05,6585.386448092331,0.6697674418604651,215,144,71,0.22541822301363346,6785.386448092331,6785.386448092331,270,161.7355672768114,6585.386448092331,13.242260791
0.0018,0.5,0.075,1042.9326789923819,0.6262626262626263,99,62,37,0.28199297049765637,1242.9326789923819,1242.9326789923819,271,26.945771753886735,1042.9326789923819,13.254841375
0.0018,0.5,0.1,3982.8254257211065,0.6826923076923077,104,71,33,0.34691101909419264,4182.8254257211065,4182.8254257211065,271,87.98444243809591,3982.8254257211065,13.058193834
0.0018,0.5,0.125,4925.945709703808,0.6893203883495146,103,71,32,0.4040929570423171,5125.945709703808,5125.945709703808,271,114.03624353002292,4925.945709703808,12.663432
0.0018,0.55,0.03,6849.077793056092,0.7184115523465704,277,199,78,0.1531318306436338,7049.077793056092,7049.077793056092,439,170.95630939065722,6849.077793056092,13.287958958
0.0018,0.55,0.05,18959.907246685365,0.6896551724137931,348,240,108,0.23477997447181753,19199.973469255376,19159.907246685365,438,491.2593275906274,18959.907246685365,13.408900875
0.0018,0.55,0.075,22021.053472268763,0.6862745098039216,357,245,112,0.2802491063293269,22261.119694838773,22221.053472268763,438,583.3191707402813,22021.053472268763,13.6962915
0.0018,0.55,0.1,22289.745570040883,0.6862745098039216,357,245,112,0.3265427476618112,22529.811792610893,22489.745570040883,438,601.9536961202565,22289.745570040883,12.743137625
0.0018,0.55,0.125,22122.223409475646,0.6862745098039216,357,245,112,0.3435015506485997,22362.289632045657,22322.223409475646,438,607.8545074357388,22122.223409475646,13.777105208
0.0018,0.6,0.03,7108.963939399649,0.7107692307692308,325,231,94,0.21798043462305453,7308.963939399649,7308.963939399649,553,182.99773723372004,7108.963939399649,13.29208125
0.0018,0.6,0.05,21648.079175907722,0.6853146853146853,429,294,135,0.2623136397278581,21888.546556844605,21848.079175907722,552,617.0396071100105,21648.079175907722,14.082314791
0.0018,0.6,0.075,23683.80613649849,0.6867749419953596,431,296,135,0.3341643080293198,23924.273517435373,23883.80613649849,552,705.5152548265442,23683.80613649849,14.257850375
0.0018,0.6,0.1,24015.406436745223,0.6867749419953596,431,296,135,0.36282056002799057,24255.873817682106,24215.406436745223,552,736.6432302332465,24015.406436745223,13.475518417
0.0018,0.6,0.125,24050.91197366595,0.6859122401847575,433,297,136,0.35778703224446845,24291.379354602832,24250.91197366595,552,749.6901769874212,24050.91197366595,13.274377625
0.0018,0.65,0.03,4868.354636824945,0.6981132075471698,318,222,96,0.1692090192389283,5068.354636824945,5068.354636824945,640,141.4269979571855,4868.354636824945,13.28221225
0.0018,0.65,0.05,16768.976204818176,0.6778042959427207,419,284,135,0.20054858378150564,17009.44358575506,16968.976204818176,632,519.4300389798801,16768.976204818176,14.521995417
0.0018,0.65,0.075,20749.52973753476,0.6778042959427207,419,284,135,0.2717186830922665,20989.997118471645,20949.52973753476,632,655.8773007158526,20749.52973753476,14.176331458
0.0018,0.65,0.1,21449.71461209507,0.6778042959427207,419,284,135,0.36803420219526983,21690.181993031954,21649.71461209507,632,698.0809719821033,21449.71461209507,13.541809875
0.0018,0.65,0.125,21613.73827324807,0.6785714285714286,420,285,135,0.381942792376528,21854.205654184952,21813.73827324807,632,716.1977642310661,21613.73827324807,13.271246
0.0018,0.7,0.03,3752.0209065675117,0.6990595611285266,319,223,96,0.17263876812591838,4063.9206870444505,3952.0209065675117,749,118.52068586599056,3752.0209065675117,12.461547875
0.0018,0.7,0.05,13445.419777380044,0.6932668329177057,401,278,123,0.3320902141497522,14140.514405200733,13645.419777380044,737,434.036728292717,13445.419777380044,13.122449333
0.0018,0.7,0.075,19619.71712213521,0.6865342163355408,453,311,142,0.38903738004853733,20314.8117499559,19819.71712213521,743,642.2879596894021,19619.71712213521,13.182700958
0.0018,0.7,0.1,20795.68673836235,0.6883408071748879,446,307,139,0.4683967158944189,21490.78136618304,20995.68673836235,741,696.4707709556532,20795.68673836235,13.329289125
0.0018,0.7,0.125,21153.709742830528,0.6879271070615034,439,302,137,0.4897748947357328,21848.804370651218,21353.709742830528,733,716.0553468918258,21153.709742830528,14.237412667
