LATENCY_ARB_MOMENTUM_THRESHOLD,LATENCY_ARB_MAX_ASK,MAX_POSITION_FRACTION,pnl,win_rate,trades,wins,losses,max_dd,hwm,final_balance,signals,elapsed_s
0.001,0.45,0.05,391.43631840796024,0.43853820598006643,301,132,169,0.31236147851576507,703.7633333333333,591.4363184079602,330,12.302
0.001,0.45,0.075,406.9666169154226,0.43853820598006643,301,132,169,0.382339865601814,850.3949751243779,606.9666169154226,330,12.281
0.001,0.45,0.1,358.49313432835834,0.43853820598006643,301,132,169,0.45641772313160384,882.1897014925373,558.4931343283583,330,12.261
0.001,0.45,0.125,294.3879104477614,0.43853820598006643,301,132,169,0.5236660769738715,859.2888059701494,494.3879104477614,330,12.256
0.001,0.45,0.15,270.73069651741304,0.43853820598006643,301,132,169,0.5554172707045502,876.0488059701495,470.73069651741304,330,12.224
0.001,0.5,0.05,927.034278606965,0.4666666666666667,405,189,216,0.35420827935955335,1502.5184577114428,1127.034278606965,474,12.105
0.001,0.5,0.075,1596.7658706467664,0.4666666666666667,405,189,216,0.44107237136522914,2772.9700995024887,1796.7658706467664,474,12.079
0.001,0.5,0.1,2140.166368159206,0.4666666666666667,405,189,216,0.49685751932136946,4006.191094527364,2340.166368159206,474,12.029
0.001,0.5,0.125,2477.263830845771,0.4666666666666667,405,189,216,0.5184315587805989,4791.468258706467,2677.263830845771,474,12.032
0.001,0.5,0.15,2607.5465671641787,0.4666666666666667,405,189,216,0.52730657669205,5119.114676616916,2807.5465671641787,474,12.143
0.001,0.55,0.05,398.49771144278645,0.4932821497120921,521,257,264,0.5080245925038822,671.1837810945274,598.4977114427865,637,12.102
0.001,0.55,0.075,458.6178109452736,0.4932821497120921,521,257,264,0.526483910551304,755.8040796019899,658.6178109452736,637,11.956
0.001,0.55,0.1,529.199651741293,0.4932821497120921,521,257,264,0.5564647799251075,903.5070646766163,729.199651741293,637,11.838
0.001,0.55,0.125,520.2308955223882,0.4932821497120921,521,257,264,0.5858238064443897,954.9273134328358,720.2308955223882,637,11.839
0.001,0.55,0.15,587.4147761194026,0.4932821497120921,521,257,264,0.5973231529146462,1066.3653233830842,787.4147761194026,637,11.844
0.001,0.6,0.05,953.7694527363185,0.5266457680250783,638,336,302,0.42127404889672904,1348.8234328358214,1153.7694527363185,815,11.652
0.001,0.6,0.075,972.5550746268664,0.5266457680250783,638,336,302,0.4342226291013685,1591.4930348258713,1172.5550746268664,815,11.643
0.001,0.6,0.1,803.6627363184081,0.5266457680250783,638,336,302,0.511258842773354,1660.294427860697,1003.6627363184081,815,11.681
