LATENCY_ARB_MOMENTUM_THRESHOLD,LATENCY_ARB_MAX_ASK,MAX_POSITION_FRACTION,pnl,win_rate,trades,wins,losses,max_dd,hwm,final_balance,signals,total_fees,pnl_net,elapsed_s
0.0016,0.6,0.1,22829.960987592454,0.7028985507246377,276,194,82,0.34918609873907985,23029.960987592454,23029.960987592454,777,672.7027576811771,22829.960987592454,13.313448625
0.0016,0.6,0.125,24696.880011869824,0.684375,320,219,101,0.386733908481948,24896.880011869824,24896.880011869824,776,725.0127284286804,24696.880011869824,14.072954958
0.0016,0.65,0.03,4817.7250729416655,0.7029702970297029,303,213,90,0.17358672173613282,5017.7250729416655,5017.7250729416655,905,137.56142258072273,4817.7250729416655,14.341306166
0.0016,0.65,0.05,19530.036958944213,0.6886075949367089,395,272,123,0.260255264235392,19730.036958944213,19730.036958944213,896,603.0045884613634,19530.036958944213,14.39148175
0.0016,0.65,0.075,25051.875267595962,0.685,400,274,126,0.31257415448653614,25251.875267595962,25251.875267595962,896,764.1666854594437,25051.875267595962,14.132982917
0.0016,0.65,0.1,34.960018796659,0.5213675213675214,117,61,56,0.5071312666206592,476.71926191313077,234.960018796659,892,23.73020408891315,34.960018796659,13.604936959
0.0016,0.65,0.125,24082.984458394007,0.684375,320,219,101,0.37030411158304966,24282.984458394007,24282.984458394007,894,724.5175371283718,24082.984458394007,13.698147416
0.0016,0.7,0.03,3861.2677467299263,0.7157190635451505,299,214,85,0.1576050417010117,4176.45957915999,4061.2677467299263,1057,125.88654504402322,3861.2677467299263,13.280509709
0.0016,0.7,0.05,13287.62472250537,0.696969696969697,330,230,100,0.25816488568661095,13982.719350326059,13487.62472250537,1055,394.6215946417136,13287.62472250537,12.70067825
0.0016,0.7,0.075,24828.61718744086,0.6852248394004282,467,320,147,0.29696942214181776,25523.71181526155,25028.61718744086,1053,815.7476620090109,24828.61718744086,13.383950875
0.0016,0.7,0.1,79.07799900913466,0.5760869565217391,276,159,117,0.5008697054903181,559.1285523618346,279.07799900913466,1057,50.793825866487026,79.07799900913466,13.155548333
0.0016,0.7,0.125,103.23606104771568,0.5758754863813229,257,148,109,0.5232251850119224,636.0152665683453,303.2360610477157,1054,57.51092551944857,103.23606104771568,13.229649375
0.0018,0.5,0.03,553.5783272576468,0.7605633802816901,71,54,17,0.08424641287934481,753.5783272576468,753.5783272576468,272,11.798272742353497,553.5783272576468,12.938724459
0.0018,0.5,0.05,5848.027463045059,0.6556603773584906,212,139,73,0.2344040461547624,6048.027463045059,6048.027463045059,269,135.25831268084252,5848.027463045059,13.407942459
0.0018,0.5,0.075,9196.679858630607,0.6515837104072398,221,144,77,0.3013910621109756,9396.679858630607,9396.679858630607,270,216.3359614733716,9196.679858630607,13.407793417
