CALM_PERSISTENCE_MIN_WINDOW_TIME_MS,CALM_PERSISTENCE_MAX_ASK,CALM_PERSISTENCE_MIN_ABS_DISTANCE_BPS,CALM_PERSISTENCE_DISTANCE_VOL_RATIO_THRESHOLD,CALM_PERSISTENCE_MAX_OPEN_CROSSES_30S,pnl,win_rate,trades,wins,losses,max_dd,hwm,final_balance,signals,fill_rate,partial_fill_rate,no_fill_count,spread_legging_count,residual_position_count,avg_fill_latency_ms,avg_slippage,raw_event_batches,legacy_snapshot_batches,dislocation_regime_count,structural_pair_regime_count,calm_regime_count,dislocation_queued,structural_pair_queued,calm_queued,dislocation_filled,structural_pair_filled,calm_filled,dislocation_missed,structural_pair_missed,calm_missed,latency_arb_candidates,spread_capture_candidates,calm_persistence_candidates,router_blocked_count,capital_blocked_count,latency_spread_overlap_count,latency_calm_overlap_count,spread_calm_overlap_count,total_fees,gross_pnl,pnl_net,elapsed_s
30000,0.55,6,2.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.895766167
30000,0.55,6,2.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.694521917
30000,0.55,6,2.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.153110125
30000,0.55,8,1.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.183296875
30000,0.55,8,1.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.059044542
30000,0.55,8,1.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.956424666
30000,0.55,8,1.75,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.034754209
30000,0.55,8,1.75,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.226065583
30000,0.55,8,1.75,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.069213083
30000,0.55,8,2.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.020727625
30000,0.55,8,2.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.096087709
30000,0.55,8,2.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.060901875
30000,0.6,4,1.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.022857333
30000,0.6,4,1.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.071159625
30000,0.6,4,1.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.116287291
30000,0.6,4,1.75,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.895542916
30000,0.6,4,1.75,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.708858833
30000,0.6,4,1.75,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.245807125
30000,0.6,4,2.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.178306583
30000,0.6,4,2.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.949468458
30000,0.6,4,2.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.187745625
30000,0.6,6,1.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.064661375
30000,0.6,6,1.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.922086917
30000,0.6,6,1.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.812405208
30000,0.6,6,1.75,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.142104542
30000,0.6,6,1.75,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.198626292
30000,0.6,6,1.75,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.891960709
30000,0.6,6,2.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.940327917
30000,0.6,6,2.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.165952584
30000,0.6,6,2.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.185876833
30000,0.6,8,1.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.974031291
30000,0.6,8,1.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.803493042
30000,0.6,8,1.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.196298333
30000,0.6,8,1.75,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.121921208
30000,0.6,8,1.75,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.002020083
30000,0.6,8,1.75,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.971645041
30000,0.6,8,2.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.06322925
30000,0.6,8,2.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.198993666
30000,0.6,8,2.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.029399125
30000,0.65,4,1.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.031395042
30000,0.65,4,1.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.128489042
30000,0.65,4,1.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.193912167
30000,0.65,4,1.75,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.025521
30000,0.65,4,1.75,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.19436225
30000,0.65,4,1.75,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0272535
30000,0.65,4,2.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8922655
30000,0.65,4,2.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.71204375
30000,0.65,4,2.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.205791458
30000,0.65,6,1.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.182335
30000,0.65,6,1.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.088377375
30000,0.65,6,1.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0089015
30000,0.65,6,1.75,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.004405792
30000,0.65,6,1.75,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.176283625
30000,0.65,6,1.75,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.937143583
30000,0.65,6,2.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.859770959
30000,0.65,6,2.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.652796666
30000,0.65,6,2.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.579851583
30000,0.65,8,1.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.764135958
30000,0.65,8,1.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.935940333
30000,0.65,8,1.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.720918458
30000,0.65,8,1.75,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.526246834
30000,0.65,8,1.75,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.733663708
30000,0.65,8,1.75,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.782017209
30000,0.65,8,2.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2472335,212,529426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.875291875
30000,0.65,8,2.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2427303,212,574458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.923164042
30000,0.65,8,2.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2410521,212,591240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.895484292
45000,0.55,4,1.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2605236,212,396525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.529956042
45000,0.55,4,1.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2571037,212,430724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.003608709
45000,0.55,4,1.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2558447,212,443314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.914904583
45000,0.55,4,1.75,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2605236,212,396525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.617623583
45000,0.55,4,1.75,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2571037,212,430724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.667981709
45000,0.55,4,1.75,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2558447,212,443314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.930776459
45000,0.55,4,2.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2605236,212,396525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.497461584
45000,0.55,4,2.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2571037,212,430724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.612546625
45000,0.55,4,2.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2558447,212,443314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.424299667
45000,0.55,6,1.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2605236,212,396525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.925890916
45000,0.55,6,1.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2571037,212,430724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.806767542
45000,0.55,6,1.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2558447,212,443314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.263939625
45000,0.55,6,1.75,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2605236,212,396525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.209360375
45000,0.55,6,1.75,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2571037,212,430724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.977261792
45000,0.55,6,1.75,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2558447,212,443314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.348176917
45000,0.55,6,2.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2605236,212,396525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.322745042
45000,0.55,6,2.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2571037,212,430724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.165290083
45000,0.55,6,2.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2558447,212,443314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.270765458
45000,0.55,8,1.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2605236,212,396525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.008532208
45000,0.55,8,1.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2571037,212,430724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.986673249999999
45000,0.55,8,1.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2558447,212,443314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.031483833
45000,0.55,8,1.75,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2605236,212,396525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.144192084
45000,0.55,8,1.75,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2571037,212,430724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.125078083
45000,0.55,8,1.75,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2558447,212,443314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.276061167
45000,0.55,8,2.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2605236,212,396525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.98613075
45000,0.55,8,2.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2571037,212,430724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.882888709
45000,0.55,8,2.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2558447,212,443314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.217076958
45000,0.6,4,1.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2605236,212,396525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.127971458
45000,0.6,4,1.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2571037,212,430724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.153614709
45000,0.6,4,1.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2558447,212,443314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.025363917
45000,0.6,4,1.75,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2605236,212,396525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.148620167
45000,0.6,4,1.75,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2571037,212,430724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.234358291
45000,0.6,4,1.75,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2558447,212,443314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.093099208
45000,0.6,4,2.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2605236,212,396525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.030619125
45000,0.6,4,2.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2571037,212,430724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.609365125
45000,0.6,4,2.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2558447,212,443314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.556048667
45000,0.6,6,1.25,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2605236,212,396525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.024707375
45000,0.6,6,1.25,1,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2571037,212,430724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.717641541999999
45000,0.6,6,1.25,2,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,0,3002577,2558447,212,443314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.784050541
