LATENCY_ARB_MOMENTUM_THRESHOLD,LATENCY_ARB_MAX_ASK,MAX_POSITION_FRACTION,SPREAD_CAPTURE_THRESHOLD,pnl,win_rate,trades,wins,losses,max_dd,hwm,final_balance,signals,fill_rate,partial_fill_rate,no_fill_count,spread_legging_count,residual_position_count,avg_fill_latency_ms,avg_slippage,raw_event_batches,legacy_snapshot_batches,total_fees,gross_pnl,pnl_net,elapsed_s
0.0008,0.6,0.1,0.965,38817.53513554453,0.7694369973190348,373,287,86,0.3539378032071484,39337.93893674061,39017.53513554453,946,0.6684587813620072,0.6273458445040214,185,8,8,1000.0991957104558,0.009684704222263283,0,3002577,1050.9998644555194,39868.53500000005,38817.53513554453,12.779823
0.0008,0.6,0.1,0.97,38817.53513554453,0.7694369973190348,373,287,86,0.3539378032071484,39337.93893674061,39017.53513554453,946,0.6684587813620072,0.6273458445040214,185,8,8,1000.0991957104558,0.009684704222263283,0,3002577,1050.9998644555194,39868.53500000005,38817.53513554453,12.61699575
0.0008,0.6,0.1,0.975,38817.53513554453,0.7694369973190348,373,287,86,0.3539378032071484,39337.93893674061,39017.53513554453,946,0.6684587813620072,0.6273458445040214,185,8,8,1000.0991957104558,0.009684704222263283,0,3002577,1050.9998644555194,39868.53500000005,38817.53513554453,13.010080709
0.0008,0.6,0.1,0.98,38817.53513554453,0.7694369973190348,373,287,86,0.3539378032071484,39337.93893674061,39017.53513554453,946,0.6684587813620072,0.6273458445040214,185,8,8,1000.0991957104558,0.009684704222263283,0,3002577,1050.9998644555194,39868.53500000005,38817.53513554453,12.806630541
0.0008,0.6,0.1,0.985,38536.61580114453,0.767379679144385,374,287,87,0.3539378032071484,39337.93893674061,38736.61580114453,951,0.6642984014209592,0.6283422459893048,189,9,9,1000.0989304812834,0.009655296184733124,0,3002577,1054.1991988555194,39590.815000000046,38536.61580114453,13.924060208
0.0008,0.6,0.125,0.965,40226.606357605255,0.771505376344086,372,287,85,0.3476018132079422,40747.010158801335,40426.606357605255,946,0.6690647482014388,0.6747311827956989,184,8,8,1000.1021505376344,0.010457665383817044,0,3002577,1105.9665423947993,41332.57290000006,40226.606357605255,13.5799835
0.0008,0.6,0.125,0.97,40226.606357605255,0.771505376344086,372,287,85,0.3476018132079422,40747.010158801335,40426.606357605255,946,0.6690647482014388,0.6747311827956989,184,8,8,1000.1021505376344,0.010457665383817044,0,3002577,1105.9665423947993,41332.57290000006,40226.606357605255,13.166501125
0.0008,0.6,0.125,0.975,40226.606357605255,0.771505376344086,372,287,85,0.3476018132079422,40747.010158801335,40426.606357605255,946,0.6690647482014388,0.6747311827956989,184,8,8,1000.1021505376344,0.010457665383817044,0,3002577,1105.9665423947993,41332.57290000006,40226.606357605255,12.174612083
0.0008,0.6,0.125,0.98,40226.606357605255,0.771505376344086,372,287,85,0.3476018132079422,40747.010158801335,40426.606357605255,946,0.6690647482014388,0.6747311827956989,184,8,8,1000.1021505376344,0.010457665383817044,0,3002577,1105.9665423947993,41332.57290000006,40226.606357605255,12.791120124999999
0.0008,0.6,0.125,0.985,39945.68702320525,0.7694369973190348,373,287,86,0.3476018132079422,40747.010158801335,40145.68702320525,951,0.6648841354723708,0.675603217158177,188,9,9,1000.1018766756032,0.010427535670768139,0,3002577,1109.1658767947993,41054.852900000056,39945.68702320525,12.801531166
0.0008,0.65,0.03,0.965,14943.935694532,0.7787810383747178,443,345,98,0.13720930276276583,15326.60774092664,15143.935694532,1051,0.678407350689127,0.13544018058690746,210,8,8,1000.1151241534989,0.012360955555443568,0,3002577,382.35190546800004,15326.2876,14943.935694532,12.781088834
0.0008,0.65,0.03,0.97,14943.935694532,0.7787810383747178,443,345,98,0.13720930276276583,15326.60774092664,15143.935694532,1051,0.678407350689127,0.13544018058690746,210,8,8,1000.1151241534989,0.012360955555443568,0,3002577,382.35190546800004,15326.2876,14943.935694532,13.122995459
0.0008,0.65,0.03,0.975,14943.935694532,0.7787810383747178,443,345,98,0.13720930276276583,15326.60774092664,15143.935694532,1051,0.678407350689127,0.13544018058690746,210,8,8,1000.1151241534989,0.012360955555443568,0,3002577,382.35190546800004,15326.2876,14943.935694532,12.915215833
