LATENCY_ARB_MOMENTUM_THRESHOLD,LATENCY_ARB_MAX_ASK,LATENCY_ARB_MAX_POSITION_FRACTION,LATENCY_ARB_COOLDOWN_MS,pnl,win_rate,trades,wins,losses,max_dd,hwm,final_balance,signals,fill_rate,partial_fill_rate,no_fill_count,spread_legging_count,residual_position_count,avg_fill_latency_ms,avg_slippage,raw_event_batches,legacy_snapshot_batches,dislocation_regime_count,structural_pair_regime_count,calm_regime_count,dislocation_queued,structural_pair_queued,calm_queued,dislocation_filled,structural_pair_filled,calm_filled,dislocation_missed,structural_pair_missed,calm_missed,latency_arb_candidates,spread_capture_candidates,calm_persistence_candidates,router_blocked_count,capital_blocked_count,latency_spread_overlap_count,latency_calm_overlap_count,spread_calm_overlap_count,total_fees,gross_pnl,pnl_net,elapsed_s
0.0008,0.55,0.05,60000,0,0,0,0,0,0,100,100,4,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,240.517504708
0.0008,0.55,0.05,120000,0,0,0,0,0,0,100,100,4,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,237.667278875
0.0008,0.55,0.075,30000,13.12470773599999,1,2,2,0,0,113.12470773599999,113.12470773599999,4,0.5,0,2,0,0,257.5,0,59767459,0,59416491,0,350818,4,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0.24529226399999998,13.36999999999999,13.12470773599999,236.768944458
0.0008,0.55,0.075,60000,13.12470773599999,1,2,2,0,0,113.12470773599999,113.12470773599999,4,0.5,0,2,0,0,257.5,0,59767459,0,59416491,0,350818,4,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0.24529226399999998,13.36999999999999,13.12470773599999,238.122387708
0.0008,0.55,0.075,120000,13.12470773599999,1,2,2,0,0,113.12470773599999,113.12470773599999,4,0.5,0,2,0,0,257.5,0,59767459,0,59416491,0,350818,4,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0.24529226399999998,13.36999999999999,13.12470773599999,235.885916833
0.0008,0.55,0.1,30000,17.983826096,1,2,2,0,0,117.983826096,117.983826096,4,0.5,0,2,0,0,257.5,0,59767459,0,59416491,0,350818,4,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0.33617390399999997,18.32,17.983826096,223.447654125
0.0008,0.55,0.1,60000,17.983826096,1,2,2,0,0,117.983826096,117.983826096,4,0.5,0,2,0,0,257.5,0,59767459,0,59416491,0,350818,4,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0.33617390399999997,18.32,17.983826096,228.785965917
0.0008,0.55,0.1,120000,17.983826096,1,2,2,0,0,117.983826096,117.983826096,4,0.5,0,2,0,0,257.5,0,59767459,0,59416491,0,350818,4,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0.33617390399999997,18.32,17.983826096,229.370121459
0.0008,0.55,0.125,30000,22.853120783999998,1,2,2,0,0,122.853120784,122.853120784,4,0.5,0,2,0,0,257.5,0,59767459,0,59416491,0,350818,4,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0.426879216,23.279999999999998,22.853120783999998,240.641979625
0.0008,0.55,0.125,60000,22.853120783999998,1,2,2,0,0,122.853120784,122.853120784,4,0.5,0,2,0,0,257.5,0,59767459,0,59416491,0,350818,4,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0.426879216,23.279999999999998,22.853120783999998,237.5654265
0.0008,0.55,0.125,120000,22.853120783999998,1,2,2,0,0,122.853120784,122.853120784,4,0.5,0,2,0,0,257.5,0,59767459,0,59416491,0,350818,4,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0.426879216,23.279999999999998,22.853120783999998,236.302688459
0.0008,0.6,0.03,30000,0,0,0,0,0,0,100,100,5,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,223.502055167
0.0008,0.6,0.03,60000,0,0,0,0,0,0,100,100,5,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,228.688174208
0.0008,0.6,0.03,120000,0,0,0,0,0,0,100,100,5,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,222.952490292
0.0008,0.6,0.05,30000,0,0,0,0,0,0,100,100,5,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,228.778376041
0.0008,0.6,0.05,60000,0,0,0,0,0,0,100,100,5,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,229.103057334
0.0008,0.6,0.05,120000,0,0,0,0,0,0,100,100,5,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,223.217349666
0.0008,0.6,0.075,30000,17.30929173599999,1,3,3,0,0,117.30929173599999,117.30929173599999,5,0.6,0,2,0,0,255.33333333333334,0.04736842105263157,59767459,0,59416491,0,350818,5,0,0,3,0,0,2,0,0,5,0,0,0,0,0,0,0,0.36070826399999995,17.66999999999999,17.30929173599999,227.66992
0.0008,0.6,0.075,60000,17.30929173599999,1,3,3,0,0,117.30929173599999,117.30929173599999,5,0.6,0,2,0,0,255.33333333333334,0.04736842105263157,59767459,0,59416491,0,350818,5,0,0,3,0,0,2,0,0,5,0,0,0,0,0,0,0,0.36070826399999995,17.66999999999999,17.30929173599999,240.480564542
0.0008,0.6,0.075,120000,17.30929173599999,1,3,3,0,0,117.30929173599999,117.30929173599999,5,0.6,0,2,0,0,255.33333333333334,0.04736842105263157,59767459,0,59416491,0,350818,5,0,0,3,0,0,2,0,0,5,0,0,0,0,0,0,0,0.36070826399999995,17.66999999999999,17.30929173599999,235.862754417
0.0008,0.6,0.1,30000,21.68758642399999,1,3,3,0,0,121.68758642399999,121.68758642399999,5,0.6,0,2,0,0,255.33333333333334,0.038297872340425525,59767459,0,59416491,0,350818,5,0,0,3,0,0,2,0,0,5,0,0,0,0,0,0,0,0.4424135759999999,22.12999999999999,21.68758642399999,239.470592625
0.0008,0.6,0.1,60000,21.68758642399999,1,3,3,0,0,121.68758642399999,121.68758642399999,5,0.6,0,2,0,0,255.33333333333334,0.038297872340425525,59767459,0,59416491,0,350818,5,0,0,3,0,0,2,0,0,5,0,0,0,0,0,0,0,0.4424135759999999,22.12999999999999,21.68758642399999,238.314250208
0.0008,0.6,0.1,120000,21.68758642399999,1,3,3,0,0,121.68758642399999,121.68758642399999,5,0.6,0,2,0,0,255.33333333333334,0.038297872340425525,59767459,0,59416491,0,350818,5,0,0,3,0,0,2,0,0,5,0,0,0,0,0,0,0,0.4424135759999999,22.12999999999999,21.68758642399999,240.457001167
0.0008,0.6,0.125,30000,26.065881112,1,3,3,0,0,126.065881112,126.065881112,5,0.6,0,2,0,0,255.33333333333334,0.03214285714285713,59767459,0,59416491,0,350818,5,0,0,3,0,0,2,0,0,5,0,0,0,0,0,0,0,0.524118888,26.59,26.065881112,246.128083916
0.0008,0.6,0.125,60000,26.065881112,1,3,3,0,0,126.065881112,126.065881112,5,0.6,0,2,0,0,255.33333333333334,0.03214285714285713,59767459,0,59416491,0,350818,5,0,0,3,0,0,2,0,0,5,0,0,0,0,0,0,0,0.524118888,26.59,26.065881112,247.924689292
0.0008,0.6,0.125,120000,26.065881112,1,3,3,0,0,126.065881112,126.065881112,5,0.6,0,2,0,0,255.33333333333334,0.03214285714285713,59767459,0,59416491,0,350818,5,0,0,3,0,0,2,0,0,5,0,0,0,0,0,0,0,0.524118888,26.59,26.065881112,240.334278708
0.0008,0.65,0.03,30000,0,0,0,0,0,0,100,100,6,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,242.231207125
0.0008,0.65,0.03,60000,0,0,0,0,0,0,100,100,6,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,245.539326291
0.0008,0.65,0.03,120000,0,0,0,0,0,0,100,100,6,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,242.449760417
0.0008,0.65,0.05,30000,0,0,0,0,0,0,100,100,6,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,244.9878745
0.0008,0.65,0.05,60000,0,0,0,0,0,0,100,100,6,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,230.177144125
0.0008,0.65,0.05,120000,0,0,0,0,0,0,100,100,6,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,233.999324125
0.0008,0.65,0.075,30000,11.181060391999992,1,2,2,0,0,111.18106039199999,111.18106039199999,6,0.4,0,3,0,0,257.5,0,59767459,0,59416491,0,350818,5,0,0,2,0,0,3,0,0,6,0,0,0,0,0,0,0,0.208939608,11.389999999999992,11.181060391999992,225.070236291
0.0008,0.65,0.075,60000,11.181060391999992,1,2,2,0,0,111.18106039199999,111.18106039199999,6,0.4,0,3,0,0,257.5,0,59767459,0,59416491,0,350818,5,0,0,2,0,0,3,0,0,6,0,0,0,0,0,0,0,0.208939608,11.389999999999992,11.181060391999992,227.780210584
0.0008,0.65,0.075,120000,11.181060391999992,1,2,2,0,0,111.18106039199999,111.18106039199999,6,0.4,0,3,0,0,257.5,0,59767459,0,59416491,0,350818,5,0,0,2,0,0,3,0,0,6,0,0,0,0,0,0,0,0.208939608,11.389999999999992,11.181060391999992,227.439119042
0.0008,0.65,0.1,30000,20.71576275199999,1,3,3,0,0,120.71576275199999,120.71576275199999,6,0.5,0,3,0,0,255.33333333333334,0.039999999999999994,59767459,0,59416491,0,350818,6,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0.42423724799999996,21.13999999999999,20.71576275199999,233.181547625
0.0008,0.65,0.1,60000,20.71576275199999,1,3,3,0,0,120.71576275199999,120.71576275199999,6,0.5,0,3,0,0,255.33333333333334,0.039999999999999994,59767459,0,59416491,0,350818,6,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0.42423724799999996,21.13999999999999,20.71576275199999,236.945813833
0.0008,0.65,0.1,120000,20.71576275199999,1,3,3,0,0,120.71576275199999,120.71576275199999,6,0.5,0,3,0,0,255.33333333333334,0.039999999999999994,59767459,0,59416491,0,350818,6,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0.42423724799999996,21.13999999999999,20.71576275199999,240.410392625
0.0008,0.65,0.125,30000,24.603057440000015,1,3,3,0,0,124.60305744000001,124.60305744000001,6,0.5,0,3,0,0,255.33333333333334,0.03396226415094339,59767459,0,59416491,0,350818,6,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0.4969425599999999,25.100000000000016,24.603057440000015,237.8411045
0.0008,0.65,0.125,60000,24.603057440000015,1,3,3,0,0,124.60305744000001,124.60305744000001,6,0.5,0,3,0,0,255.33333333333334,0.03396226415094339,59767459,0,59416491,0,350818,6,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0.4969425599999999,25.100000000000016,24.603057440000015,236.343851833
0.0008,0.65,0.125,120000,24.603057440000015,1,3,3,0,0,124.60305744000001,124.60305744000001,6,0.5,0,3,0,0,255.33333333333334,0.03396226415094339,59767459,0,59416491,0,350818,6,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0.4969425599999999,25.100000000000016,24.603057440000015,223.4295805
0.0008,0.7,0.03,30000,0,0,0,0,0,0,100,100,9,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,228.779151166
0.0008,0.7,0.03,60000,0,0,0,0,0,0,100,100,9,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,229.163123833
0.0008,0.7,0.03,120000,0,0,0,0,0,0,100,100,9,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,229.070445625
0.0008,0.7,0.05,30000,0,0,0,0,0,0,100,100,9,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,223.070699958
0.0008,0.7,0.05,60000,0,0,0,0,0,0,100,100,9,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,227.064668459
0.0008,0.7,0.05,120000,0,0,0,0,0,0,100,100,9,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,238.105519709
0.0008,0.7,0.075,30000,16.037270175999993,1,4,4,0,0,116.03727017599999,116.03727017599999,9,0.5,0,4,0,0,259,0.0025641025641025663,59767459,0,59416491,0,350818,8,0,0,4,0,0,4,0,0,9,0,0,0,0,0,0,0,0.382729824,16.41999999999999,16.037270175999993,235.617851417
0.0008,0.7,0.075,60000,16.037270175999993,1,4,4,0,0,116.03727017599999,116.03727017599999,9,0.5,0,4,0,0,259,0.0025641025641025663,59767459,0,59416491,0,350818,8,0,0,4,0,0,4,0,0,9,0,0,0,0,0,0,0,0.382729824,16.41999999999999,16.037270175999993,223.268614083
0.0008,0.7,0.075,120000,16.037270175999993,1,4,4,0,0,116.03727017599999,116.03727017599999,9,0.5,0,4,0,0,259,0.0025641025641025663,59767459,0,59416491,0,350818,8,0,0,4,0,0,4,0,0,9,0,0,0,0,0,0,0,0.382729824,16.41999999999999,16.037270175999993,228.754380584
0.0008,0.7,0.1,30000,27.16864321599998,1,5,5,0,0,127.16864321599998,127.16864321599998,9,0.5555555555555556,0,4,0,0,257.4,0.02954545454545454,59767459,0,59416491,0,350818,9,0,0,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0.6513567839999999,27.81999999999998,27.16864321599998,228.9690035
0.0008,0.7,0.1,60000,27.16864321599998,1,5,5,0,0,127.16864321599998,127.16864321599998,9,0.5555555555555556,0,4,0,0,257.4,0.02954545454545454,59767459,0,59416491,0,350818,9,0,0,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0.6513567839999999,27.81999999999998,27.16864321599998,223.046721209
0.0008,0.7,0.1,120000,27.16864321599998,1,5,5,0,0,127.16864321599998,127.16864321599998,9,0.5555555555555556,0,4,0,0,257.4,0.02954545454545454,59767459,0,59416491,0,350818,9,0,0,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0.6513567839999999,27.81999999999998,27.16864321599998,227.606620833
0.0008,0.7,0.125,30000,32.333274448,1,5,5,0,0,132.333274448,132.333274448,9,0.5555555555555556,0,4,0,0,257.4,0.02551282051282051,59767459,0,59416491,0,350818,9,0,0,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0.7667255519999998,33.099999999999994,32.333274448,227.130223292
0.0008,0.7,0.125,60000,32.333274448,1,5,5,0,0,132.333274448,132.333274448,9,0.5555555555555556,0,4,0,0,257.4,0.02551282051282051,59767459,0,59416491,0,350818,9,0,0,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0.7667255519999998,33.099999999999994,32.333274448,220.705834709
0.0008,0.7,0.125,120000,32.333274448,1,5,5,0,0,132.333274448,132.333274448,9,0.5555555555555556,0,4,0,0,257.4,0.02551282051282051,59767459,0,59416491,0,350818,9,0,0,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0.7667255519999998,33.099999999999994,32.333274448,220.68330245800001
0.001,0.5,0.03,30000,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.311608041
0.001,0.5,0.03,60000,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.144628916
0.001,0.5,0.03,120000,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.833918542
0.001,0.5,0.05,30000,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.856629333
0.001,0.5,0.05,60000,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.822083125
0.001,0.5,0.05,120000,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.161789958
0.001,0.5,0.075,30000,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.42052225
0.001,0.5,0.075,60000,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.151254791
0.001,0.5,0.075,120000,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.451724167
0.001,0.5,0.1,30000,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.524501333
0.001,0.5,0.1,60000,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.386081875
0.001,0.5,0.1,120000,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.658360833
0.001,0.5,0.125,30000,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.982189083
0.001,0.5,0.125,60000,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.877188834
0.001,0.5,0.125,120000,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.796755459
0.001,0.55,0.03,30000,0,0,0,0,0,0,100,100,2,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,239.103588833
0.001,0.55,0.03,60000,0,0,0,0,0,0,100,100,2,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,233.115974125
0.001,0.55,0.03,120000,0,0,0,0,0,0,100,100,2,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,269.978741416
0.001,0.55,0.05,30000,0,0,0,0,0,0,100,100,2,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,231.804348125
0.001,0.55,0.05,60000,0,0,0,0,0,0,100,100,2,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,231.2627855
0.001,0.55,0.05,120000,0,0,0,0,0,0,100,100,2,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,235.93678175
0.001,0.55,0.075,30000,0,0,0,0,0,0,100,100,2,0,0,2,0,0,0,0,59767459,0,59416491,0,350818,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,244.099857459
0.001,0.55,0.075,60000,0,0,0,0,0,0,100,100,2,0,0,2,0,0,0,0,59767459,0,59416491,0,350818,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,230.038533417
0.001,0.55,0.075,120000,0,0,0,0,0,0,100,100,2,0,0,2,0,0,0,0,59767459,0,59416491,0,350818,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,240.970554
0.001,0.55,0.1,30000,0,0,0,0,0,0,100,100,2,0,0,2,0,0,0,0,59767459,0,59416491,0,350818,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,231.915966333
0.001,0.55,0.1,60000,0,0,0,0,0,0,100,100,2,0,0,2,0,0,0,0,59767459,0,59416491,0,350818,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,242.696879833
0.001,0.55,0.1,120000,0,0,0,0,0,0,100,100,2,0,0,2,0,0,0,0,59767459,0,59416491,0,350818,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,237.942449667
0.001,0.55,0.125,30000,0,0,0,0,0,0,100,100,2,0,0,2,0,0,0,0,59767459,0,59416491,0,350818,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,236.505397959
0.001,0.55,0.125,60000,0,0,0,0,0,0,100,100,2,0,0,2,0,0,0,0,59767459,0,59416491,0,350818,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,239.274892167
0.001,0.55,0.125,120000,0,0,0,0,0,0,100,100,2,0,0,2,0,0,0,0,59767459,0,59416491,0,350818,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,233.504563791
0.001,0.6,0.03,30000,0,0,0,0,0,0,100,100,3,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,244.920921625
0.001,0.6,0.03,60000,0,0,0,0,0,0,100,100,3,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,237.551894292
0.001,0.6,0.03,120000,0,0,0,0,0,0,100,100,3,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,230.315390208
0.001,0.6,0.05,30000,0,0,0,0,0,0,100,100,3,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,279.953955375
0.001,0.6,0.05,60000,0,0,0,0,0,0,100,100,3,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,243.4467745
0.001,0.6,0.05,120000,0,0,0,0,0,0,100,100,3,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,242.584116167
0.001,0.6,0.075,30000,0,0,0,0,0,0,100,100,3,0,0,3,0,0,0,0,59767459,0,59416491,0,350818,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,244.613415541
0.001,0.6,0.075,60000,0,0,0,0,0,0,100,100,3,0,0,3,0,0,0,0,59767459,0,59416491,0,350818,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,273.117727041
0.001,0.6,0.075,120000,0,0,0,0,0,0,100,100,3,0,0,3,0,0,0,0,59767459,0,59416491,0,350818,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,248.711842125
0.001,0.6,0.1,30000,0,0,0,0,0,0,100,100,3,0,0,3,0,0,0,0,59767459,0,59416491,0,350818,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,230.9491765
0.001,0.6,0.1,60000,0,0,0,0,0,0,100,100,3,0,0,3,0,0,0,0,59767459,0,59416491,0,350818,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,238.64212725
0.001,0.6,0.1,120000,0,0,0,0,0,0,100,100,3,0,0,3,0,0,0,0,59767459,0,59416491,0,350818,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,236.980978125
0.001,0.6,0.125,30000,0,0,0,0,0,0,100,100,3,0,0,3,0,0,0,0,59767459,0,59416491,0,350818,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,233.992881792
0.001,0.6,0.125,60000,0,0,0,0,0,0,100,100,3,0,0,3,0,0,0,0,59767459,0,59416491,0,350818,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,237.407584625
0.001,0.6,0.125,120000,0,0,0,0,0,0,100,100,3,0,0,3,0,0,0,0,59767459,0,59416491,0,350818,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,230.537739
0.001,0.65,0.03,30000,0,0,0,0,0,0,100,100,3,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,252.327741459
0.001,0.65,0.03,60000,0,0,0,0,0,0,100,100,3,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,296.0060035
0.001,0.65,0.03,120000,0,0,0,0,0,0,100,100,3,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,239.387023209
0.001,0.65,0.05,30000,0,0,0,0,0,0,100,100,3,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,245.64414975
0.001,0.65,0.05,60000,0,0,0,0,0,0,100,100,3,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,236.050433042
0.001,0.65,0.05,120000,0,0,0,0,0,0,100,100,3,0,0,0,0,0,0,0,59767459,0,59416491,0,350818,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,242.795924041
0.001,0.65,0.075,30000,0,0,0,0,0,0,100,100,3,0,0,3,0,0,0,0,59767459,0,59416491,0,350818,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,237.81796675
0.001,0.65,0.075,60000,0,0,0,0,0,0,100,100,3,0,0,3,0,0,0,0,59767459,0,59416491,0,350818,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,239.091737375
0.001,0.65,0.075,120000,0,0,0,0,0,0,100,100,3,0,0,3,0,0,0,0,59767459,0,59416491,0,350818,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,233.317806458
