LATENCY_ARB_MOMENTUM_THRESHOLD,LATENCY_ARB_MAX_ASK,MAX_POSITION_FRACTION,SPREAD_CAPTURE_THRESHOLD,pnl,win_rate,trades,wins,losses,max_dd,hwm,final_balance,signals,fill_rate,partial_fill_rate,no_fill_count,spread_legging_count,residual_position_count,avg_fill_latency_ms,avg_slippage,raw_event_batches,legacy_snapshot_batches,total_fees,gross_pnl,pnl_net,elapsed_s
0.0008,0.55,0.05,0.965,21474.132105658722,0.7516778523489933,298,224,74,0.23374454451999982,21803.297984301844,21674.132105658722,1111,0.3616504854368932,0.2483221476510067,526,40,40,1000.0872483221476,0.004837344642983178,0,3002577,473.7722943412799,21947.904400000003,21474.132105658722,13.258659125
0.0008,0.55,0.05,0.97,20924.93532857568,0.7678571428571429,280,215,65,0.23374454451999982,21254.101207218802,21124.93532857568,1134,0.32941176470588235,0.25,570,41,41,1000.0642857142857,0.004687132482101086,0,3002577,457.43267142432,21382.368000000002,20924.93532857568,13.326739083
0.0008,0.55,0.05,0.975,22026.194828426636,0.7420382165605095,314,233,81,0.2267858427599998,22355.360707069758,22226.194828426636,1236,0.33052631578947367,0.24203821656050956,636,54,54,1000.1210191082803,0.004842779331015936,0,3002577,490.62467157335993,22516.819499999998,22026.194828426636,13.151890833
0.0008,0.55,0.05,0.98,22026.194828426636,0.7420382165605095,314,233,81,0.2267858427599998,22355.360707069758,22226.194828426636,1236,0.33052631578947367,0.24203821656050956,636,54,54,1000.1210191082803,0.004842779331015936,0,3002577,490.62467157335993,22516.819499999998,22026.194828426636,13.213623708
0.0008,0.55,0.05,0.985,21745.275494026635,0.7396825396825397,315,233,82,0.2267858427599998,22355.360707069758,21945.275494026635,1240,0.330188679245283,0.24444444444444444,639,55,55,1000.1206349206349,0.0048118692731815346,0,3002577,493.82400597335993,22239.099499999997,21745.275494026635,13.100609416
0.0008,0.55,0.075,0.965,25418.381691583836,0.7293729372937293,303,221,82,0.449374849258,25747.547570226958,25618.381691583836,1112,0.4078061911170929,0.28052805280528054,440,57,57,1000.1155115511551,0.004781271090902472,0,3002577,574.59790841616,25992.979599999995,25418.381691583836,13.175622417
0.0008,0.55,0.075,0.97,26278.6981572156,0.7313915857605178,309,226,83,0.449374849258,26607.86403585872,26478.6981572156,1134,0.403921568627451,0.2912621359223301,456,61,61,1000.1132686084143,0.004933536296164867,0,3002577,599.6671427844,26878.3653,26278.6981572156,13.464940084
0.0008,0.55,0.075,0.975,-99.14198313160006,0.4625,80,37,43,0.49570991565800027,200,100.85801686839994,1242,0.0699912510936133,0.0125,1063,48,48,1000.4,0.012468740402755238,0,3002577,10.306483131599997,-88.83550000000005,-99.14198313160006,13.397402834
0.0008,0.55,0.075,0.98,-99.14198313160006,0.4625,80,37,43,0.49570991565800027,200,100.85801686839994,1242,0.0699912510936133,0.0125,1063,48,48,1000.4,0.012468740402755238,0,3002577,10.306483131599997,-88.83550000000005,-99.14198313160006,13.457389958
0.0008,0.55,0.075,0.985,-104.80649513160006,0.4567901234567901,81,37,44,0.5240324756580003,200,95.19350486839994,1246,0.07068062827225131,0.012345679012345678,1065,49,49,1000.395061728395,0.012392621985784683,0,3002577,10.370995131599997,-94.43550000000006,-104.80649513160006,13.280701458
0.0008,0.55,0.1,0.965,28363.383365852722,0.7125,320,228,92,0.46713287640000006,28692.549244495844,28563.383365852722,1108,0.4371584699453552,0.325,412,66,66,1000.13125,0.00510702239921132,0,3002577,655.46353414728,29018.8469,28363.383365852722,13.565092375
0.0008,0.55,0.1,0.97,28961.59399045648,0.7164634146341463,328,235,93,0.46713287640000006,29290.759869099602,29161.59399045648,1129,0.4379172229639519,0.3628048780487805,421,69,69,1000.1310975609756,0.005116987401727071,0,3002577,678.5918095435201,29640.1858,28961.59399045648,13.469004792
0.0008,0.55,0.1,0.975,-100.30835743040004,0.34782608695652173,23,8,15,0.5015417871520002,200,99.69164256959996,1242,0.32857142857142857,0.043478260869565216,47,15,15,1000.3913043478261,0.015212289310859837,0,3002577,4.1503574304,-96.15800000000004,-100.30835743040004,13.169735542
0.0008,0.55,0.1,0.98,-100.30835743040004,0.34782608695652173,23,8,15,0.5015417871520002,200,99.69164256959996,1242,0.32857142857142857,0.043478260869565216,47,15,15,1000.3913043478261,0.015212289310859837,0,3002577,4.1503574304,-96.15800000000004,-100.30835743040004,13.33009675
0.0008,0.55,0.1,0.985,-100.30835743040004,0.34782608695652173,23,8,15,0.5015417871520002,200,99.69164256959996,1246,0.32857142857142857,0.043478260869565216,47,15,15,1000.3913043478261,0.015212289310859837,0,3002577,4.1503574304,-96.15800000000004,-100.30835743040004,13.356217958
0.0008,0.55,0.125,0.965,29132.872886362646,0.7391304347826086,276,204,72,0.4727542888711635,29462.038765005767,29332.872886362646,1108,0.3898305084745763,0.39492753623188404,432,62,62,1000.1630434782609,0.0051166244284205804,0,3002577,676.8754136373601,29809.748300000007,29132.872886362646,13.228923125
0.0008,0.55,0.125,0.97,28533.643022886077,0.7298245614035088,285,208,77,0.4727542888711635,28862.8089015292,28733.643022886077,1129,0.38306451612903225,0.37543859649122807,459,67,67,1000.1298245614036,0.0050822868364164475,0,3002577,660.77437711392,29194.4174,28533.643022886077,12.589853875
0.0008,0.55,0.125,0.975,-110.07519461439996,0.3333333333333333,24,8,16,0.5503759730719998,200,89.92480538560004,1240,0.35294117647058826,0.08333333333333333,44,16,16,1000.375,0.015584195353569625,0,3002577,5.1371946144,-104.93799999999996,-110.07519461439996,12.29972425
0.0008,0.55,0.125,0.98,-110.07519461439996,0.3333333333333333,24,8,16,0.5503759730719998,200,89.92480538560004,1240,0.35294117647058826,0.08333333333333333,44,16,16,1000.375,0.015584195353569625,0,3002577,5.1371946144,-104.93799999999996,-110.07519461439996,12.505060917
0.0008,0.55,0.125,0.985,-110.07519461439996,0.3333333333333333,24,8,16,0.5503759730719998,200,89.92480538560004,1244,0.35294117647058826,0.08333333333333333,44,16,16,1000.375,0.015584195353569625,0,3002577,5.1371946144,-104.93799999999996,-110.07519461439996,12.701829875
0.0008,0.6,0.03,0.965,12002.193935922078,0.7774725274725275,364,283,81,0.13040009359257299,12522.597737118158,12202.193935922078,1218,0.3952225841476656,0.11263736263736264,557,28,28,1000.0714285714286,0.010171193937947432,0,3002577,298.67866407792,12300.872599999997,12002.193935922078,12.575721875
0.0008,0.6,0.03,0.97,12832.548912949756,0.773936170212766,376,291,85,0.13040009359257299,13352.952714145837,13032.548912949756,1240,0.3995749202975558,0.1196808510638298,565,31,31,1000.0824468085107,0.010126067586761002,0,3002577,318.68928705024007,13151.238199999996,12832.548912949756,12.889879917
0.0008,0.6,0.03,0.975,11049.17628500152,0.7681940700808625,371,285,86,0.14871954643722152,11569.5800861976,11249.17628500152,1348,0.35299714557564227,0.10512129380053908,680,34,34,1000.0862533692722,0.010132924206664243,0,3002577,278.10561499848006,11327.2819,11049.17628500152,13.130715042
0.0008,0.6,0.03,0.98,11049.17628500152,0.7681940700808625,371,285,86,0.14871954643722152,11569.5800861976,11249.17628500152,1348,0.35299714557564227,0.10512129380053908,680,34,34,1000.0862533692722,0.010132924206664243,0,3002577,278.10561499848006,11327.2819,11049.17628500152,13.083881041
0.0008,0.6,0.03,0.985,10768.25695060152,0.7661290322580645,372,285,87,0.14871954643722152,11569.5800861976,10968.25695060152,1353,0.3522727272727273,0.10752688172043011,684,35,35,1000.0860215053764,0.010016818560371251,0,3002577,281.30494939848006,11049.5619,10768.25695060152,13.265116125
0.0008,0.6,0.05,0.965,27464.968437530315,0.7328431372549019,408,299,109,0.2070352412845568,27985.372238726395,27664.968437530315,1213,0.48862275449101794,0.25735294117647056,427,59,59,1000.1200980392157,0.009164923944971993,0,3002577,680.2924624696795,28145.260899999994,27464.968437530315,13.214173625
0.0008,0.6,0.05,0.97,28043.09441927936,0.7330097087378641,412,302,110,0.2070352412845568,28563.49822047544,28243.09441927936,1235,0.4807467911318553,0.27184466019417475,445,61,61,1000.1165048543689,0.009100975765277398,0,3002577,697.4145807206396,28740.509000000002,28043.09441927936,13.387373417
0.0008,0.6,0.05,0.975,24489.136399211035,0.7177615571776156,411,295,116,0.23919883014414733,25009.540200407115,24689.136399211035,1342,0.39255014326647564,0.20924574209245742,636,68,68,1000.1313868613139,0.009694028271798641,0,3002577,596.09320078896,25085.229599999995,24489.136399211035,13.5593605
0.0008,0.6,0.05,0.98,24489.136399211035,0.7177615571776156,411,295,116,0.23919883014414733,25009.540200407115,24689.136399211035,1342,0.39255014326647564,0.20924574209245742,636,68,68,1000.1313868613139,0.009694028271798641,0,3002577,596.09320078896,25085.229599999995,24489.136399211035,13.387356083
0.0008,0.6,0.05,0.985,24208.217064811033,0.7160194174757282,412,295,117,0.23919883014414733,25009.540200407115,24408.217064811033,1347,0.3916349809885932,0.2111650485436893,640,69,69,1000.1310679611651,0.009641853123808752,0,3002577,599.29253518896,24807.509599999994,24208.217064811033,13.517933292
0.0008,0.6,0.075,0.965,31423.88606940153,0.7090464547677262,409,290,119,0.36061129965619376,31944.28987059761,31623.88606940153,1212,0.4975669099756691,0.3276283618581907,413,69,69,1000.1271393643032,0.008749134988637287,0,3002577,791.8010305984794,32215.68710000001,31423.88606940153,13.66899725
0.0008,0.6,0.075,0.97,32297.337327449044,0.7156398104265402,422,302,120,0.36061129965619376,32817.741128645124,32497.337327449044,1234,0.5,0.35071090047393366,422,71,71,1000.1303317535545,0.0087106557901511,0,3002577,822.2033725509596,33119.540700000005,32297.337327449044,13.570493167
0.0008,0.6,0.075,0.975,33099.343050139374,0.6989247311827957,465,325,140,0.3026613323108429,33619.746851335454,33299.343050139374,1340,0.4889589905362776,0.38064516129032255,486,102,102,1000.152688172043,0.008742929136364075,0,3002577,870.3377498606396,33969.68080000002,33099.343050139374,13.442787125
0.0008,0.6,0.075,0.98,33099.343050139374,0.6989247311827957,465,325,140,0.3026613323108429,33619.746851335454,33299.343050139374,1340,0.4889589905362776,0.38064516129032255,486,102,102,1000.152688172043,0.008742929136364075,0,3002577,870.3377498606396,33969.68080000002,33099.343050139374,13.627619083
0.0008,0.6,0.075,0.985,32818.42371573937,0.6974248927038627,466,325,141,0.3026613323108429,33619.746851335454,33018.42371573937,1345,0.4874476987447699,0.38197424892703863,490,103,103,1000.1523605150214,0.00871092428055439,0,3002577,873.5370842606396,33691.960800000015,32818.42371573937,13.534749458
0.0008,0.6,0.1,0.965,35431.25677650884,0.7175925925925926,432,310,122,0.33563922748538505,35951.66057770492,35631.25677650884,1212,0.5242718446601942,0.47685185185185186,392,72,72,1000.1388888888889,0.008747220858954189,0,3002577,958.8678234911997,36390.12460000004,35431.25677650884,13.2858475
0.0008,0.6,0.1,0.97,35398.26222182884,0.7188940092165899,434,312,122,0.33563922748538505,35918.66602302492,35598.26222182884,1234,0.5130023640661938,0.4700460829493088,412,74,74,1000.1359447004609,0.008741610405039141,0,3002577,959.6323781711997,36357.894600000036,35398.26222182884,13.108602875
0.0008,0.6,0.1,0.975,34270.598766415875,0.6963123644251626,461,321,140,0.4872757677230406,34791.002567611955,34470.598766415875,1338,0.48628691983122363,0.41865509761388287,487,103,103,1000.1475054229935,0.008607206900780491,0,3002577,922.3188335841596,35192.91760000004,34270.598766415875,13.596420209
0.0008,0.6,0.1,0.98,34270.598766415875,0.6963123644251626,461,321,140,0.4872757677230406,34791.002567611955,34470.598766415875,1338,0.48628691983122363,0.41865509761388287,487,103,103,1000.1475054229935,0.008607206900780491,0,3002577,922.3188335841596,35192.91760000004,34270.598766415875,13.238393417
0.0008,0.6,0.1,0.985,33989.67943201587,0.6948051948051948,462,321,141,0.4872757677230406,34791.002567611955,34189.67943201587,1343,0.48478488982161594,0.4199134199134199,491,104,104,1000.1471861471862,0.008577517395665488,0,3002577,925.5181679841596,34915.197600000036,33989.67943201587,13.194903625
0.0008,0.6,0.125,0.965,37397.577425045805,0.7172413793103448,435,312,123,0.3395759491657458,37917.981226241885,37597.577425045805,1212,0.5317848410757946,0.5793103448275863,383,75,75,1000.1425287356321,0.009113140549170439,0,3002577,1043.1631749542396,38440.74060000005,37397.577425045805,13.5921375
0.0008,0.6,0.125,0.97,37308.988993609644,0.7185354691075515,437,314,123,0.3395759491657458,37829.392794805724,37508.988993609644,1234,0.5202380952380953,0.5812356979405034,403,77,77,1000.1395881006865,0.009066797710556738,0,3002577,1043.9348063903997,38352.92380000004,37308.988993609644,13.299939167
0.0008,0.6,0.125,0.975,34802.55917013572,0.6889848812095032,463,319,144,0.3610945530078427,35322.9629713318,35002.55917013572,1335,0.49518716577540106,0.44924406047516197,472,109,109,1000.1619870410367,0.008484337580043133,0,3002577,952.0148298643196,35754.57400000004,34802.55917013572,13.39695575
0.0008,0.6,0.125,0.98,34802.55917013572,0.6889848812095032,463,319,144,0.3610945530078427,35322.9629713318,35002.55917013572,1335,0.49518716577540106,0.44924406047516197,472,109,109,1000.1619870410367,0.008484337580043133,0,3002577,952.0148298643196,35754.57400000004,34802.55917013572,13.568396583
0.0008,0.6,0.125,0.985,34521.63983573572,0.6875,464,319,145,0.3610945530078427,35322.9629713318,34721.63983573572,1340,0.49361702127659574,0.4504310344827586,476,110,110,1000.1616379310345,0.008456041940848187,0,3002577,955.2141642643196,35476.854000000036,34521.63983573572,13.360935792
0.0008,0.65,0.03,0.965,9573.77711280136,0.7855297157622739,387,304,83,0.1075485232684766,9956.449159196,9773.77711280136,1325,0.37536372453928224,0.09043927648578812,644,29,29,1000.0723514211886,0.012224131427878841,0,3002577,248.8961871986399,9822.673299999999,9573.77711280136,13.604412
0.0008,0.65,0.03,0.97,11718.662117291042,0.7839805825242718,412,323,89,0.1184038691053977,12101.334163685682,11918.662117291042,1347,0.39350525310410694,0.11165048543689321,635,32,32,1000.0849514563107,0.012105937732245423,0,3002577,301.73008270896,12020.392200000002,11718.662117291042,13.318653333
0.0008,0.65,0.03,0.975,9344.783106638319,0.8033240997229917,361,290,71,0.12338189277795918,9727.455153032959,9544.783106638319,1454,0.3104041272570937,0.09141274238227147,802,34,34,1000.0720221606648,0.01194056434196794,0,3002577,239.44599336168002,9584.229099999999,9344.783106638319,13.225430709
0.0008,0.65,0.03,0.98,9344.783106638319,0.8033240997229917,361,290,71,0.12338189277795918,9727.455153032959,9544.783106638319,1454,0.3104041272570937,0.09141274238227147,802,34,34,1000.0720221606648,0.01194056434196794,0,3002577,239.44599336168002,9584.229099999999,9344.783106638319,13.338039833
0.0008,0.65,0.03,0.985,9106.064386638318,0.8011049723756906,362,290,72,0.12338189277795918,9713.68116830408,9306.064386638318,1458,0.3101970865467009,0.09116022099447514,805,35,35,1000.0718232044198,0.011804399902432271,0,3002577,242.16471336168001,9348.229099999999,9106.064386638318,13.280044041
0.0008,0.65,0.05,0.965,24230.17624955256,0.7381489841986456,443,327,116,0.19210675179047498,24612.8482959472,24430.17624955256,1323,0.43473994111874387,0.21670428893905191,576,52,52,1000.1128668171558,0.011901297110085302,0,3002577,610.5338504474398,24840.7101,24230.17624955256,13.286087375
0.0008,0.65,0.05,0.97,25334.956254983605,0.7422907488986784,454,337,117,0.19210675179047498,25717.62830137824,25534.956254983605,1346,0.43570057581573896,0.22246696035242292,588,55,55,1000.1101321585903,0.01193811534261755,0,3002577,644.2162450164,25979.172500000004,25334.956254983605,13.161413458
0.0008,0.65,0.05,0.975,24536.999176625282,0.7416481069042317,449,333,116,0.21411419920824618,24919.67122301992,24736.999176625282,1451,0.3897569444444444,0.21603563474387527,703,68,68,1000.1358574610244,0.011824449248712447,0,3002577,618.3764233747199,25155.375600000003,24536.999176625282,13.165527625
0.0008,0.65,0.05,0.98,24536.999176625282,0.7416481069042317,449,333,116,0.21411419920824618,24919.67122301992,24736.999176625282,1451,0.3897569444444444,0.21603563474387527,703,68,68,1000.1358574610244,0.011824449248712447,0,3002577,618.3764233747199,25155.375600000003,24536.999176625282,13.04019675
0.0008,0.65,0.05,0.985,24256.07984222528,0.74,450,333,117,0.21411419920824618,24905.897238291036,24456.07984222528,1455,0.3892733564013841,0.21777777777777776,706,69,69,1000.1355555555556,0.011762740626392989,0,3002577,621.5757577747199,24877.655600000002,24256.07984222528,12.988638459
0.0008,0.65,0.075,0.965,-79.76555487600005,0.4909090909090909,55,27,28,0.47838299683365687,212.58924813199997,120.23444512399995,1099,0.05527638190954774,0.03636363636363636,940,35,35,1000.3818181818182,0.01622317596566524,0,3002577,7.660554876000001,-72.10500000000005,-79.76555487600005,12.964839875
0.0008,0.65,0.075,0.97,-80.17377698000008,0.5,62,31,31,0.47838299683365687,212.58924813199997,119.82622301999992,1121,0.06126482213438735,0.03225806451612903,950,40,40,1000.3064516129032,0.0147903856903298,0,3002577,8.37877698,-71.79500000000009,-80.17377698000008,12.601928125
0.0008,0.65,0.075,0.975,-78.81955114200011,0.5128205128205128,78,40,38,0.46621756578953244,221.92353509200004,121.18044885799989,1229,0.06933333333333333,0.05128205128205128,1047,57,57,1000.4487179487179,0.012784236821216797,0,3002577,10.031051141999997,-68.78850000000011,-78.81955114200011,12.760563417
0.0008,0.65,0.075,0.98,-78.81955114200011,0.5128205128205128,78,40,38,0.46621756578953244,221.92353509200004,121.18044885799989,1229,0.06933333333333333,0.05128205128205128,1047,57,57,1000.4487179487179,0.012784236821216797,0,3002577,10.031051141999997,-68.78850000000011,-78.81955114200011,12.776884916
0.0008,0.65,0.075,0.985,-86.10249514200011,0.5063291139240507,79,40,39,0.48677140164163823,221.92353509200004,113.89750485799989,1233,0.06997342781222321,0.05063291139240506,1050,58,58,1000.4430379746835,0.012677686715747562,0,3002577,10.113995141999997,-75.98850000000012,-86.10249514200011,12.6842355
0.0008,0.65,0.1,0.965,31047.041857259137,0.7331786542923434,431,316,115,0.37151265932139377,31429.713903653774,31247.041857259137,1321,0.46195069667738475,0.31322505800464034,502,68,68,1000.1345707656612,0.012355392090511402,0,3002577,798.5118427408801,31845.55370000002,31047.041857259137,12.81327875
0.0008,0.65,0.1,0.97,31072.688349981778,0.7375886524822695,423,312,111,0.37151265932139377,31455.360396376414,31272.688349981778,1344,0.44339622641509435,0.31678486997635935,531,71,71,1000.1229314420804,0.012431212075566165,0,3002577,801.1204500182401,31873.808800000017,31072.688349981778,12.877390208
0.0008,0.65,0.1,0.975,-93.03596884080001,0.43478260869565216,46,20,26,0.5330184743850795,229.05409591599997,106.96403115919999,1451,0.323943661971831,0.10869565217391304,96,24,24,1000.5869565217391,0.017853549947558816,0,3002577,8.570968840799999,-84.465,-93.03596884080001,12.591050667
0.0008,0.65,0.1,0.98,-93.03596884080001,0.43478260869565216,46,20,26,0.5330184743850795,229.05409591599997,106.96403115919999,1451,0.323943661971831,0.10869565217391304,96,24,24,1000.5869565217391,0.017853549947558816,0,3002577,8.570968840799999,-84.465,-93.03596884080001,12.662828791
