LATENCY_ARB_MOMENTUM_THRESHOLD,LATENCY_ARB_MAX_ASK,LATENCY_ARB_MAX_POSITION_FRACTION,pnl,win_rate,trades,wins,losses,max_dd,hwm,final_balance,signals,fill_rate,partial_fill_rate,no_fill_count,spread_legging_count,residual_position_count,avg_fill_latency_ms,avg_slippage,raw_event_batches,legacy_snapshot_batches,dislocation_regime_count,structural_pair_regime_count,calm_regime_count,dislocation_queued,structural_pair_queued,calm_queued,dislocation_filled,structural_pair_filled,calm_filled,dislocation_missed,structural_pair_missed,calm_missed,latency_arb_candidates,spread_capture_candidates,calm_persistence_candidates,router_blocked_count,capital_blocked_count,latency_spread_overlap_count,latency_calm_overlap_count,spread_calm_overlap_count,total_fees,gross_pnl,pnl_net,elapsed_s
0.0012,0.65,0.075,565.3781540605597,0.7804878048780488,82,64,18,0.1750817951715747,905.4156638285598,765.3781540605597,19151,0.2827586206896552,0.13414634146341464,208,2,2,291.7439024390244,0.009187071865928754,10141915,0,8190475,5,1859812,39,4,247,33,2,47,6,2,200,42,3,19105,0,0,0,0,0,32.54834593944,597.9264999999997,565.3781540605597,108.877815208
0.0012,0.65,0.1,622.8565941310401,0.7804878048780488,82,64,18,0.21981529106005002,1002.93756972304,822.8565941310401,19151,0.2827586206896552,0.17073170731707318,208,2,2,291.7439024390244,0.009289395647601633,10141915,0,8190475,5,1859812,39,4,247,33,2,47,6,2,200,42,3,19105,0,0,0,0,0,39.64260586895999,662.4992000000001,622.8565941310401,109.56721325
0.0012,0.65,0.125,672.4543313230398,0.7804878048780488,82,64,18,0.26402127661169444,1093.82939399504,872.4543313230398,19151,0.2827586206896552,0.17073170731707318,208,2,2,291.7439024390244,0.009181694683656934,10141915,0,8190475,5,1859812,39,4,247,33,2,47,6,2,200,42,3,19105,0,0,0,0,0,47.19486867695999,719.6491999999998,672.4543313230398,109.155803125
0.0012,0.7,0.03,415.7183572604796,0.7870370370370371,108,85,23,0.13926989880403193,705.6981844604796,615.7183572604796,19382,0.5714285714285714,0.037037037037037035,81,2,2,294.787037037037,0.012511056746009615,10141915,0,8259719,5,1879381,52,4,133,46,2,60,6,2,73,58,3,19320,0,0,0,0,0,24.44804273952,440.1663999999996,415.7183572604796,109.266418666
0.0012,0.7,0.05,507.72366450672007,0.7818181818181819,110,86,24,0.14843158434197848,812.70779789072,707.7236645067201,19382,0.5759162303664922,0.06363636363636363,81,2,2,294.1454545454545,0.012601749299431053,10141915,0,8259719,5,1879381,54,4,133,48,2,60,6,2,73,58,3,19320,0,0,0,0,0,32.15813549328001,539.8818000000001,507.72366450672007,110.209039584
0.0012,0.7,0.075,610.3775322209597,0.7818181818181819,110,86,24,0.16043792087819847,933.6686570609597,810.3775322209597,19382,0.5759162303664922,0.1,81,2,2,294.1454545454545,0.013083756017831308,10141915,0,8259719,5,1879381,54,4,133,48,2,60,6,2,73,58,3,19320,0,0,0,0,0,41.62646777904,652.0039999999997,610.3775322209597,109.746713708
0.0012,0.7,0.1,695.1159378916794,0.7818181818181819,110,86,24,0.18316757191056932,1042.5218162219196,895.1159378916794,19382,0.5759162303664922,0.14545454545454545,81,2,2,294.1454545454545,0.013233366543167596,10141915,0,8259719,5,1879381,54,4,133,48,2,60,6,2,73,58,3,19320,0,0,0,0,0,50.17646210832002,745.2923999999995,695.1159378916794,110.225188458
0.0012,0.7,0.125,780.1275082461597,0.7837837837837838,111,87,24,0.22469544280544096,1176.8241879843995,980.1275082461597,19382,0.581151832460733,0.17117117117117117,80,2,2,293.72072072072075,0.013119169220849993,10141915,0,8259719,5,1879381,54,4,133,49,2,60,5,2,73,58,3,19320,0,0,0,0,0,59.45579175384,839.5832999999997,780.1275082461597,85.495892334
0.0014,0.5,0.03,85.65355088800004,0.6666666666666666,15,10,5,0.05918781169390168,287.77721521600006,285.65355088800004,19326,0.018226002430133656,0.13333333333333333,808,1,1,279.8666666666667,0.020507191769601252,10141915,0,8259719,5,1879381,2,2,819,2,1,12,0,1,807,4,3,19320,0,0,0,0,0,2.121449112,87.77500000000003,85.65355088800004,118.067314292
0.0014,0.5,0.05,120.24778837600002,0.7058823529411765,17,12,5,0.05898735438408844,322.718263512,320.247788376,19326,0.020606060606060607,0.11764705882352941,808,1,1,277.52941176470586,0.020465419202925772,10141915,0,8259719,5,1879381,4,2,819,4,1,12,0,1,807,4,3,19320,0,0,0,0,0,2.7472116239999997,122.99500000000002,120.24778837600002,114.318782458
0.0014,0.5,0.075,146.04812627200005,0.7058823529411765,17,12,5,0.08214770987626208,357.76771520799997,346.04812627200005,19326,0.020606060606060607,0.11764705882352941,808,1,1,276.6470588235294,0.017217921161912307,10141915,0,8259719,5,1879381,4,2,819,4,1,12,0,1,807,4,3,19320,0,0,0,0,0,3.196873728,149.24500000000006,146.04812627200005,109.980727458
0.0014,0.5,0.1,157.62578624639997,0.7058823529411765,17,12,5,0.10842709156677784,380.6793358704,357.62578624639997,19326,0.020606060606060607,0.17647058823529413,808,1,1,276.6470588235294,0.016646096599491577,10141915,0,8259719,5,1879381,4,2,819,4,1,12,0,1,807,4,3,19320,0,0,0,0,0,3.6362137535999994,161.26199999999997,157.62578624639997,112.308012042
0.0014,0.5,0.125,165.94758592639988,0.7058823529411765,17,12,5,0.13171213853522246,399.8362797663999,365.9475859263999,19326,0.020606060606060607,0.17647058823529413,808,1,1,276.6470588235294,0.01548364011583397,10141915,0,8259719,5,1879381,4,2,819,4,1,12,0,1,807,4,3,19320,0,0,0,0,0,4.0344140736,169.98199999999989,165.94758592639988,207.5322495
0.0014,0.55,0.03,164.0392626115201,0.7407407407407407,27,20,7,0.07441092351252514,393.30548713152007,364.0392626115201,19330,0.036585365853658534,0.1111111111111111,711,1,1,300.25925925925924,0.011134259648179575,10141915,0,8259719,5,1879381,7,2,729,7,1,19,0,1,710,8,3,19320,0,0,0,0,0,4.638137388479998,168.6774000000001,164.0392626115201,258.246384875
0.0014,0.55,0.05,212.56931133952003,0.7586206896551724,29,22,7,0.09312853457889748,454.93692002752005,412.56931133952,19332,0.03913630229419703,0.10344827586206896,712,2,2,299,0.011389616652980356,10141915,0,8259719,5,1879381,8,4,729,8,2,19,0,2,710,8,3,19320,0,0,0,0,0,5.9180886604800005,218.48740000000004,212.56931133952003,243.160205708
0.0014,0.55,0.075,242.12820938751986,0.7586206896551724,29,22,7,0.11509450109387077,499.63324889951986,442.12820938751986,19332,0.03913630229419703,0.10344827586206896,712,2,2,299,0.012351240069233166,10141915,0,8259719,5,1879381,8,4,729,8,2,19,0,2,710,8,3,19320,0,0,0,0,0,7.25919061248,249.38739999999987,242.12820938751986,109.353253292
0.0014,0.55,0.1,262.0730761619201,0.7586206896551724,29,22,7,0.13749463877713516,535.7335698259201,462.0730761619201,19332,0.03913630229419703,0.13793103448275862,712,2,2,299,0.011603823929925289,10141915,0,8259719,5,1879381,8,4,729,8,2,19,0,2,710,8,3,19320,0,0,0,0,0,8.551323838079998,270.6244000000001,262.0730761619201,109.415347834
0.0014,0.55,0.125,274.58644914591997,0.7586206896551724,29,22,7,0.1606787281132323,565.44074961792,474.58644914591997,19332,0.03913630229419703,0.13793103448275862,712,2,2,299,0.010865188706704181,10141915,0,8259719,5,1879381,8,4,729,8,2,19,0,2,710,8,3,19320,0,0,0,0,0,9.80795085408,284.39439999999996,274.58644914591997,247.788341333
0.0014,0.6,0.03,268.10333128871997,0.7727272727272727,44,34,10,0.06879075574631581,502.68329505672,468.10333128871997,19340,0.08088235294117647,0.06818181818181818,500,2,2,294.1136363636364,0.007544592250976135,10141915,0,8259719,5,1879381,13,4,527,12,2,30,1,2,497,16,3,19320,0,0,0,0,0,8.89776871128,277.00109999999995,268.10333128871997,108.593218917
0.0014,0.6,0.05,313.81394309224015,0.7777777777777778,45,35,10,0.08488538556318596,561.4749617002401,513.8139430922402,19340,0.08256880733944955,0.08888888888888889,500,2,2,293.44444444444446,0.008123275944069246,10141915,0,8259719,5,1879381,14,4,527,13,2,30,1,2,497,16,3,19320,0,0,0,0,0,10.897756907760002,324.7117000000002,313.81394309224015,109.660840375
0.0014,0.6,0.075,358.5325184734403,0.7777777777777778,45,35,10,0.10635635047134728,625.0058608574403,558.5325184734403,19340,0.08256880733944955,0.17777777777777778,500,2,2,293.44444444444446,0.008695135791390637,10141915,0,8259719,5,1879381,14,4,527,13,2,30,1,2,497,16,3,19320,0,0,0,0,0,13.119681526559997,371.6522000000003,358.5325184734403,109.36012575
0.0014,0.6,0.1,396.7406567492799,0.7777777777777778,45,35,10,0.12632551421901214,683.0240169092799,596.7406567492799,19340,0.08256880733944955,0.2,500,2,2,293.44444444444446,0.007962243039737856,10141915,0,8259719,5,1879381,14,4,527,13,2,30,1,2,497,16,3,19320,0,0,0,0,0,15.166343250719997,411.90699999999987,396.7406567492799,108.543362584
0.0014,0.6,0.125,429.7223984052798,0.7777777777777778,45,35,10,0.1472167928425191,738.4319873092797,629.7223984052798,19340,0.08256880733944955,0.2,500,2,2,294.73333333333335,0.007384461440215612,10141915,0,8259719,5,1879381,14,4,527,13,2,30,1,2,497,16,3,19320,0,0,0,0,0,17.174601594719995,446.8969999999998,429.7223984052798,109.670775125
0.0014,0.65,0.03,344.3365274744,0.7910447761194029,67,53,14,0.09843025699839024,603.7653012423999,544.3365274744,18741,0.24814814814814815,0.08955223880597014,203,2,2,294.25373134328356,0.006587768089188994,10141915,0,8156532,5,1853480,21,4,245,19,2,46,2,2,199,24,3,18713,0,0,0,0,0,15.350472525599999,359.687,344.3365274744,108.45250225
0.0014,0.65,0.05,397.7716092779201,0.7941176470588235,68,54,14,0.13197230082498523,688.6549932059199,597.7716092779201,18741,0.25092250922509224,0.11764705882352941,203,2,2,293.80882352941177,0.00729917247322052,10141915,0,8156532,5,1853480,22,4,245,20,2,46,2,2,199,24,3,18713,0,0,0,0,0,18.845990722079996,416.6176000000001,397.7716092779201,110.15159475
0.0014,0.65,0.075,438.3604802877602,0.7941176470588235,68,54,14,0.1743442436284189,773.1557315037602,638.3604802877602,18741,0.25092250922509224,0.16176470588235295,203,2,2,293.80882352941177,0.007848609499124401,10141915,0,8156532,5,1853480,22,4,245,20,2,46,2,2,199,24,3,18713,0,0,0,0,0,22.835819712240003,461.1963000000002,438.3604802877602,109.582086375
0.0014,0.65,0.1,459.2660662584,0.7941176470588235,68,54,14,0.21500904287826134,839.8390583703999,659.2660662584,18741,0.25092250922509224,0.19117647058823528,203,2,2,293.80882352941177,0.007855931148532107,10141915,0,8156532,5,1853480,22,4,245,20,2,46,2,2,199,24,3,18713,0,0,0,0,0,26.36853374159999,485.6346,459.2660662584,118.59392675
0.0014,0.65,0.125,480.1722331143998,0.7941176470588235,68,54,14,0.25425645786292267,912.0725754663998,680.1722331143998,18741,0.25092250922509224,0.19117647058823528,203,2,2,293.80882352941177,0.007830811490292846,10141915,0,8156532,5,1853480,22,4,245,20,2,46,2,2,199,24,3,18713,0,0,0,0,0,30.2523668856,510.42459999999977,480.1722331143998,114.216523042
0.0014,0.7,0.03,331.60244787791976,0.797752808988764,89,71,18,0.15403172216524547,620.0907417339199,531.6024478779198,19360,0.5297619047619048,0.056179775280898875,79,2,2,294.64044943820227,0.01134042192747312,10141915,0,8259719,5,1879381,31,4,133,27,2,60,4,2,73,36,3,19320,0,0,0,0,0,19.59015212208,351.19259999999974,331.60244787791976,110.630821
0.0014,0.7,0.05,444.43222594568,0.8021978021978022,91,73,18,0.17053863676823863,759.6040246779199,644.43222594568,19360,0.5352941176470588,0.08791208791208792,79,2,2,293.7142857142857,0.010762383725327082,10141915,0,8259719,5,1879381,33,4,133,29,2,60,4,2,73,36,3,19320,0,0,0,0,0,25.682674054319993,470.1149,444.43222594568,114.503700542
0.0014,0.7,0.075,543.2929361008798,0.8021978021978022,91,73,18,0.19611261589680065,894.03593319312,743.2929361008798,19360,0.5352941176470588,0.12087912087912088,79,2,2,293.7142857142857,0.011092291281681464,10141915,0,8259719,5,1879381,33,4,133,29,2,60,4,2,73,36,3,19320,0,0,0,0,0,32.45296389911999,575.7458999999999,543.2929361008798,210.067058917
0.0014,0.7,0.1,621.5026237229599,0.8021978021978022,91,73,18,0.22197088728077724,1009.9071971032,821.5026237229599,19360,0.5352941176470588,0.16483516483516483,79,2,2,293.7142857142857,0.010949288868570049,10141915,0,8259719,5,1879381,33,4,133,29,2,60,4,2,73,36,3,19320,0,0,0,0,0,38.95327627704,660.4558999999999,621.5026237229599,257.172473083
0.0014,0.7,0.125,715.3983985709596,0.8043478260869565,92,74,18,0.24616680883145065,1153.7481067591996,915.3983985709596,19360,0.5411764705882353,0.16304347826086957,78,2,2,293.25,0.010873713276178245,10141915,0,8259719,5,1879381,33,4,133,30,2,60,3,2,73,36,3,19320,0,0,0,0,0,46.75750142903999,762.1558999999995,715.3983985709596,208.652745667
0.0016,0.5,0.03,93.49432368800007,0.7142857142857143,14,10,4,0.059205421071300515,296.11680448800007,293.49432368800007,19325,0.0170316301703163,0.14285714285714285,808,1,1,282,0.021791834071632148,10141915,0,8259719,5,1879381,1,2,819,1,1,12,0,1,807,3,3,19320,0,0,0,0,0,2.000676312,95.49500000000006,93.49432368800007,257.44403175
0.0016,0.5,0.05,138.46655263200006,0.75,16,12,4,0.05877978316371972,340.830272616,338.46655263200006,19325,0.019417475728155338,0.125,808,1,1,279,0.02160713807239891,10141915,0,8259719,5,1879381,3,2,819,3,1,12,0,1,807,3,3,19320,0,0,0,0,0,2.488447368,140.95500000000007,138.46655263200006,240.366037333
0.0016,0.5,0.075,176.0853117119999,0.75,16,12,4,0.05817730819410279,378.79584250399995,376.0853117119999,19325,0.019417475728155338,0.125,808,1,1,278.0625,0.018547367937317608,10141915,0,8259719,5,1879381,3,2,819,3,1,12,0,1,807,3,3,19320,0,0,0,0,0,2.7596882879999995,178.8449999999999,176.0853117119999,112.020204
0.0016,0.5,0.1,218.3261216304,0.7647058823529411,17,13,4,0.05637499808478374,420.4960158464,418.3261216304,19327,0.020581113801452784,0.17647058823529413,809,2,2,279.3529411764706,0.017449190629598692,10141915,0,8259719,5,1879381,3,4,819,3,2,12,0,2,807,3,3,19320,0,0,0,0,0,3.0858783696,221.412,218.3261216304,207.897998042
0.0016,0.5,0.125,231.94422968735995,0.7647058823529411,17,13,4,0.056491155339867795,434.39599966336,431.94422968735995,19327,0.020581113801452784,0.23529411764705882,809,2,2,279.3529411764706,0.016776981410389753,10141915,0,8259719,5,1879381,3,4,819,3,2,12,0,2,807,3,3,19320,0,0,0,0,0,3.2359703126399997,235.18019999999996,231.94422968735995,257.38438925
0.0016,0.55,0.03,160.88474792352002,0.76,25,19,6,0.07501256330775068,390.15097244352006,360.88474792352,19329,0.033921302578018994,0.12,712,1,1,301.76,0.011447526924252502,10141915,0,8259719,5,1879381,6,2,729,5,1,19,1,1,710,7,3,19320,0,0,0,0,0,4.372652076479999,165.25740000000002,160.88474792352002,242.755608791
0.0016,0.55,0.05,234.3313309555199,0.7857142857142857,28,22,6,0.09290613607027928,478.8163036115199,434.3313309555199,19331,0.03783783783783784,0.10714285714285714,712,2,2,298.57142857142856,0.011681949839159624,10141915,0,8259719,5,1879381,7,4,729,7,2,19,0,2,710,7,3,19320,0,0,0,0,0,5.71606904448,240.0473999999999,234.3313309555199,108.695941542
0.0016,0.55,0.075,276.01748124351997,0.7857142857142857,28,22,6,0.1147762705098486,537.73691936352,476.01748124351997,19331,0.03783783783783784,0.10714285714285714,712,2,2,298.57142857142856,0.012709358506566685,10141915,0,8259719,5,1879381,7,4,729,7,2,19,0,2,710,7,3,19320,0,0,0,0,0,6.909918756479999,282.9274,276.01748124351997,108.825453291
0.0016,0.55,0.1,309.85488342591987,0.7857142857142857,28,22,6,0.13789168321948636,591.4046686499199,509.85488342591987,19331,0.03783783783783784,0.17857142857142858,712,2,2,298.57142857142856,0.012012856376456164,10141915,0,8259719,5,1879381,7,4,729,7,2,19,0,2,710,7,3,19320,0,0,0,0,0,8.10951657408,317.96439999999984,309.85488342591987,109.719630709
0.0016,0.55,0.125,327.33768117887996,0.7857142857142857,28,22,6,0.16052866743679095,628.17830785088,527.33768117888,19331,0.03783783783783784,0.21428571428571427,712,2,2,298.57142857142856,0.011555114871359665,10141915,0,8259719,5,1879381,7,4,729,7,2,19,0,2,710,7,3,19320,0,0,0,0,0,9.09491882112,336.4326,327.33768117887996,109.625649292
0.0016,0.6,0.03,264.09485415624,0.8108108108108109,37,30,7,0.06837378641514334,498.15564159624,464.09485415624,19331,0.06890130353817504,0.10810810810810811,500,2,2,299.5945945945946,0.007672009810362194,10141915,0,8259719,5,1879381,6,4,527,5,2,30,1,2,497,7,3,19320,0,0,0,0,0,7.823645843759999,271.9185,264.09485415624,110.079703125
0.0016,0.6,0.05,320.24730185224007,0.8205128205128205,39,32,7,0.08562834115634783,568.96700244424,520.2473018522401,19331,0.0724907063197026,0.10256410256410256,499,2,2,297.46153846153845,0.008219605253503556,10141915,0,8259719,5,1879381,7,4,527,7,2,30,0,2,497,7,3,19320,0,0,0,0,0,9.19119814776,329.4385000000001,320.24730185224007,109.64398475
0.0016,0.6,0.075,359.6444646362402,0.8205128205128205,39,32,7,0.10616746822830928,626.1178070202402,559.6444646362402,19331,0.0724907063197026,0.1282051282051282,499,2,2,297.46153846153845,0.008905993629958494,10141915,0,8259719,5,1879381,7,4,527,7,2,30,0,2,497,7,3,19320,0,0,0,0,0,10.434035363759998,370.0785000000002,359.6444646362402,116.101416666
0.0016,0.6,0.1,381.3158152586402,0.8205128205128205,39,32,7,0.1271813674312729,666.0213171066401,581.3158152586402,19331,0.0724907063197026,0.15384615384615385,499,2,2,297.46153846153845,0.008534670609037613,10141915,0,8259719,5,1879381,7,4,527,7,2,30,0,2,497,7,3,19320,0,0,0,0,0,11.409684741360001,392.72550000000024,381.3158152586402,114.583035583
0.0016,0.6,0.125,391.9145986995999,0.8205128205128205,39,32,7,0.14748131157555494,694.3127543555998,591.9145986995999,19331,0.0724907063197026,0.1794871794871795,499,2,2,297.46153846153845,0.00813386798272671,10141915,0,8259719,5,1879381,7,4,527,7,2,30,0,2,497,7,3,19320,0,0,0,0,0,12.2491013004,404.1636999999999,391.9145986995999,118.81829183400001
0.0016,0.65,0.03,341.2818820087201,0.8245614035087719,57,47,10,0.11578274963385486,612.1593780087201,541.2818820087201,19334,0.21755725190839695,0.10526315789473684,205,2,2,296.94736842105266,0.007631333131602834,10141915,0,8236136,5,1875425,9,4,249,7,2,48,2,2,201,10,3,19320,0,0,0,0,0,14.111017991279995,355.3929000000001,341.2818820087201,114.484417042
0.0016,0.65,0.05,416.67927908072,0.8305084745762712,59,49,10,0.13074561813948135,709.43476610472,616.67927908072,19334,0.22433460076045628,0.11864406779661017,204,2,2,295.6271186440678,0.00784783833651902,10141915,0,8236136,5,1875425,10,4,249,9,2,48,1,2,201,10,3,19320,0,0,0,0,0,16.613620919279995,433.2929,416.67927908072,117.488128833
0.0016,0.65,0.075,466.75226589511976,0.8305084745762712,59,49,10,0.1497783800269428,784.2099638871199,666.7522658951198,19334,0.22433460076045628,0.15254237288135594,204,2,2,295.6271186440678,0.00804920408033837,10141915,0,8236136,5,1875425,10,4,249,9,2,48,1,2,201,10,3,19320,0,0,0,0,0,18.767634104879996,485.5198999999998,466.75226589511976,115.152437375
0.0016,0.65,0.1,508.12880646752,0.8305084745762712,59,49,10,0.1673349540946747,850.43657104352,708.12880646752,19334,0.22433460076045628,0.1864406779661017,204,2,2,295.6271186440678,0.007588482831098818,10141915,0,8236136,5,1875425,10,4,249,9,2,48,1,2,201,10,3,19320,0,0,0,0,0,20.81099353247999,528.9398,508.12880646752,110.617569541
0.0016,0.65,0.125,522.8611033516797,0.8305084745762712,59,49,10,0.18545526483442598,887.4418704636798,722.8611033516797,19334,0.22433460076045628,0.2033898305084746,204,2,2,295.6271186440678,0.007306406868676892,10141915,0,8236136,5,1875425,10,4,249,9,2,48,1,2,201,10,3,19320,0,0,0,0,0,22.30549664831999,545.1665999999997,522.8611033516797,109.855111041
0.0016,0.7,0.03,299.3286600051998,0.8026315789473685,76,61,15,0.16344291237917818,596.8853380051999,499.3286600051998,19344,0.4935064935064935,0.06578947368421052,78,2,2,297.05263157894734,0.010722735768616137,10141915,0,8259719,5,1879381,17,4,133,14,2,60,3,2,73,20,3,19320,0,0,0,0,0,17.158839994799994,316.48749999999984,299.3286600051998,204.580792709
0.0016,0.7,0.05,376.1200515447199,0.8076923076923077,78,63,15,0.1836312123607274,705.7105321367198,576.1200515447199,19344,0.5,0.07692307692307693,78,2,2,295.85897435897436,0.00925643252136557,10141915,0,8259719,5,1879381,19,4,133,16,2,60,3,2,73,20,3,19320,0,0,0,0,0,20.944848455279995,397.0648999999999,376.1200515447199,116.839178917
0.0016,0.7,0.075,424.2976968967199,0.8076923076923077,78,63,15,0.20541894082942927,785.6941588167199,624.2976968967199,19344,0.5,0.10256410256410256,78,2,2,295.85897435897436,0.009085991925422518,10141915,0,8259719,5,1879381,19,4,133,16,2,60,3,2,73,20,3,19320,0,0,0,0,0,24.749203103279992,449.0468999999999,424.2976968967199,113.466168583
0.0016,0.7,0.1,457.7692050471197,0.8076923076923077,78,63,15,0.2282014030890508,852.2549894231198,657.7692050471197,19344,0.5,0.11538461538461539,78,2,2,295.85897435897436,0.008339448886107891,10141915,0,8259719,5,1879381,19,4,133,16,2,60,3,2,73,20,3,19320,0,0,0,0,0,28.254694952879994,486.02389999999974,457.7692050471197,110.01489825
0.0016,0.7,0.125,488.67208548255996,0.8076923076923077,78,63,15,0.25074536293742167,919.1429073865598,688.67208548256,19344,0.5,0.15384615384615385,78,2,2,295.85897435897436,0.007808241693019918,10141915,0,8259719,5,1879381,19,4,133,16,2,60,3,2,73,20,3,19320,0,0,0,0,0,31.70891451743999,520.381,488.67208548255996,109.118573916
0.0018,0.5,0.03,94.79671771200003,0.7142857142857143,14,10,4,0.06000573063176526,297.75445184800003,294.79671771200003,19324,0.0170316301703163,0.14285714285714285,808,1,1,282.5,0.016789295369768312,10141915,0,8259719,5,1879381,1,2,819,1,1,12,0,1,807,2,3,19320,0,0,0,0,0,1.9682822879999997,96.76500000000003,94.79671771200003,207.756647125
0.0018,0.5,0.05,118.41812076000002,0.7333333333333333,15,11,4,0.05932369308060311,320.888595896,318.41812076,19324,0.018226002430133656,0.13333333333333333,808,1,1,281.26666666666665,0.015391002639304879,10141915,0,8259719,5,1879381,2,2,819,2,1,12,0,1,807,2,3,19320,0,0,0,0,0,2.25687924,120.67500000000003,118.41812076000002,115.294994917
0.0018,0.5,0.075,142.91417261600003,0.7333333333333333,15,11,4,0.059848336444306545,345.94839927199996,342.91417261600003,19324,0.018226002430133656,0.13333333333333333,808,1,1,280.26666666666665,0.0088089099173334,10141915,0,8259719,5,1879381,2,2,819,2,1,12,0,1,807,2,3,19320,0,0,0,0,0,2.380827384,145.29500000000002,142.91417261600003,109.657164875
0.0018,0.5,0.1,163.39455231199992,0.7333333333333333,15,11,4,0.05968385950282655,366.49371401599996,363.3945523119999,19324,0.018226002430133656,0.13333333333333333,808,1,1,280.26666666666665,0.00848962997023305,10141915,0,8259719,5,1879381,2,2,819,2,1,12,0,1,807,2,3,19320,0,0,0,0,0,2.600447688,165.99499999999992,163.39455231199992,115.983111
0.0018,0.5,0.125,183.3556347199999,0.7333333333333333,15,11,4,0.05961683351130364,386.51973147199993,383.3556347199999,19324,0.018226002430133656,0.13333333333333333,808,1,1,280.26666666666665,0.008182442765009639,10141915,0,8259719,5,1879381,2,2,819,2,1,12,0,1,807,2,3,19320,0,0,0,0,0,2.8293652799999998,186.1849999999999,183.3556347199999,208.97250425
0.0018,0.55,0.03,146.25396121600005,0.7391304347826086,23,17,6,0.08355475299033456,377.82285668000003,346.25396121600005,19327,0.031292517006802724,0.08695652173913043,712,1,1,303.4347826086956,0.00841698841698842,10141915,0,8259719,5,1879381,4,2,729,3,1,19,1,1,710,5,3,19320,0,0,0,0,0,3.9660387839999993,150.22000000000006,146.25396121600005,209.217943834
0.0018,0.55,0.05,186.56983802399986,0.76,25,19,6,0.099778141116004,429.41618692,386.56983802399986,19329,0.03387533875338753,0.08,713,2,2,301.72,0.0074265402843601905,10141915,0,8259719,5,1879381,5,4,729,4,2,19,1,2,710,5,3,19320,0,0,0,0,0,4.7401619759999996,191.30999999999986,186.56983802399986,118.301726417
0.0018,0.55,0.075,204.0347968559999,0.76,25,19,6,0.12316464451695736,460.7875290719999,404.0347968559999,19329,0.03387533875338753,0.08,713,2,2,301.72,0.006975,10141915,0,8259719,5,1879381,5,4,729,4,2,19,1,2,710,5,3,19320,0,0,0,0,0,5.395203143999999,209.4299999999999,204.0347968559999,114.360284541
0.0018,0.55,0.1,222.50819042400008,0.76,25,19,6,0.14449583148344583,493.87040528000006,422.5081904240001,19329,0.03387533875338753,0.12,713,2,2,301.72,0.006432432432432433,10141915,0,8259719,5,1879381,5,4,729,4,2,19,1,2,710,5,3,19320,0,0,0,0,0,6.121809575999999,228.63000000000008,222.50819042400008,110.321383292
0.0018,0.55,0.125,241.45872013600007,0.76,25,19,6,0.1668112255658706,529.84237628,441.45872013600007,19329,0.03387533875338753,0.12,713,2,2,304.04,0.0060822368421052635,10141915,0,8259719,5,1879381,5,4,729,4,2,19,1,2,710,5,3,19320,0,0,0,0,0,6.831279864000001,248.29000000000008,241.45872013600007,115.156950375
0.0018,0.6,0.03,255.19544899199997,0.8055555555555556,36,29,7,0.06859041173150311,488.71673077599996,455.19544899199997,19329,0.06728971962616823,0.05555555555555555,499,2,2,301.5833333333333,0.007230683090705485,10141915,0,8259719,5,1879381,4,4,527,4,2,30,0,2,497,5,3,19320,0,0,0,0,0,7.604551007999999,262.79999999999995,255.19544899199997,208.97047975
0.0018,0.6,0.05,292.5480961680002,0.8108108108108109,37,30,7,0.08463919874558838,538.0917508080001,492.5480961680002,19329,0.06902985074626866,0.05405405405405406,499,2,2,300.56756756756755,0.007546692607003889,10141915,0,8259719,5,1879381,5,4,527,5,2,30,0,2,497,5,3,19320,0,0,0,0,0,8.741903832,301.2900000000002,292.5480961680002,256.362032792
0.0018,0.6,0.075,316.3908340479999,0.8108108108108109,37,30,7,0.10676066676439244,578.1102721679999,516.3908340479999,19329,0.06902985074626866,0.10810810810810811,499,2,2,300.56756756756755,0.007445667268434939,10141915,0,8259719,5,1879381,5,4,527,5,2,30,0,2,497,5,3,19320,0,0,0,0,0,9.773165952000001,326.1639999999999,316.3908340479999,241.394774542
0.0018,0.6,0.1,335.8262435040001,0.8108108108108109,37,30,7,0.12689383762265713,613.7011357760001,535.8262435040001,19329,0.06902985074626866,0.13513513513513514,499,2,2,300.56756756756755,0.00701230368156673,10141915,0,8259719,5,1879381,5,4,527,5,2,30,0,2,497,5,3,19320,0,0,0,0,0,10.637756496,346.4640000000001,335.8262435040001,109.040195333
0.0018,0.6,0.125,357.09472825600005,0.8108108108108109,37,30,7,0.14780959234952368,653.72095632,557.094728256,19329,0.06902985074626866,0.13513513513513514,499,2,2,302.13513513513516,0.006656389074725849,10141915,0,8259719,5,1879381,5,4,527,5,2,30,0,2,497,5,3,19320,0,0,0,0,0,11.549271744000002,368.64400000000006,357.09472825600005,110.008507459
0.0018,0.65,0.03,323.48925142048006,0.8181818181818182,55,45,10,0.11720366924579459,592.98983602848,523.4892514204801,19331,0.21235521235521235,0.07272727272727272,204,2,2,298.9818181818182,0.007362172024563265,10141915,0,8236136,5,1875425,6,4,249,5,2,48,1,2,201,7,3,19320,0,0,0,0,0,13.585148579519998,337.0744000000001,323.48925142048006,114.855533916
